survey_year	n_nh4	type
1996	 0.0022638	Simulated
1996	 0.0020328	Simulated
1996	 0.0019194	Simulated
1996	 0.0030702	Simulated
1996	 0.0017262	Simulated
1996	 0.0031248	Simulated
1996	 0.0018774	Simulated
1996	 0.0024780	Simulated
1996	 0.0016380	Simulated
1996	 0.0017724	Simulated
1996	 0.0013650	Simulated
1996	 0.1241436	Simulated
1997	 0.0018774	Simulated
1997	 0.0020874	Simulated
1997	 0.0026964	Simulated
1997	 0.0023394	Simulated
1997	 0.0042378	Simulated
1997	 0.0031080	Simulated
1997	 0.0122388	Simulated
1997	 0.0118482	Simulated
1997	 0.0020034	Simulated
1997	 0.0017724	Simulated
1997	 0.0020160	Simulated
1998	 0.0018186	Simulated
1998	 0.0019236	Simulated
1998	 0.0019614	Simulated
1998	 0.0014994	Simulated
1998	 0.0013272	Simulated
1998	 0.0012768	Simulated
1998	 0.0032340	Simulated
1998	 0.0013104	Simulated
1998	 0.0017556	Simulated
1998	 0.0021756	Simulated
1998	 0.0017052	Simulated
1999	 0.0034902	Simulated
1999	 0.0026502	Simulated
1999	 0.0023016	Simulated
1999	 0.0040488	Simulated
1999	 0.0031290	Simulated
1999	 0.0044478	Simulated
1999	 0.0051324	Simulated
1999	 0.0136962	Simulated
1999	 0.0018396	Simulated
1999	 0.0027930	Simulated
1999	 0.0040866	Simulated
2000	 0.0039228	Simulated
2000	 0.0018942	Simulated
2000	 0.0021294	Simulated
2000	 0.0030660	Simulated
2000	 0.0045696	Simulated
2000	 0.0035532	Simulated
2000	 0.0044646	Simulated
2000	 0.0023058	Simulated
2000	 0.0016548	Simulated
2000	 0.0018858	Simulated
2000	 0.0018060	Simulated
2001	 0.0017640	Simulated
2001	 0.0028392	Simulated
2001	 0.0036750	Simulated
2001	 0.0028056	Simulated
2001	 0.0027678	Simulated
2001	 0.0029400	Simulated
2001	 0.0031332	Simulated
2001	 0.0035112	Simulated
2001	 0.0019488	Simulated
2001	 0.0024654	Simulated
2001	 0.0020706	Simulated
2002	 0.0022512	Simulated
2002	 0.0028560	Simulated
2002	 0.0016926	Simulated
2002	 0.0020118	Simulated
2002	 0.0020286	Simulated
2002	 0.0029904	Simulated
2002	 0.0023478	Simulated
2002	 0.0018354	Simulated
2002	 0.0016380	Simulated
2002	 0.0018564	Simulated
2002	 0.0017010	Simulated
2003	 0.0018564	Simulated
2003	 0.0029820	Simulated
2003	 0.0029610	Simulated
2003	 0.0027048	Simulated
2003	 0.0006888	Simulated
2003	 0.0050106	Simulated
2003	 0.0090762	Simulated
2003	 0.0069174	Simulated
2003	 0.0048888	Simulated
2003	 0.0020244	Simulated
2003	 0.0028812	Simulated
2004	 0.0034272	Simulated
2004	 0.0190974	Simulated
2004	 0.0459522	Simulated
2004	 0.0025032	Simulated
2004	 0.0032466	Simulated
2004	 0.0026628	Simulated
2004	 0.0041202	Simulated
2004	 0.0104832	Simulated
2004	 0.0024654	Simulated
2004	 0.0011298	Simulated
2004	 0.0018858	Simulated
2005	 0.0019698	Simulated
2005	 0.0072072	Simulated
2005	 0.0039900	Simulated
2005	 0.0020160	Simulated
2005	 0.0039438	Simulated
2005	 0.0025116	Simulated
2005	 0.0030534	Simulated
2005	 0.0082572	Simulated
2005	 0.0081354	Simulated
2005	 0.0018564	Simulated
2005	 0.0020454	Simulated
2006	 0.0024570	Simulated
2006	 0.0020790	Simulated
2006	 0.0713958	Simulated
2006	 0.0028560	Simulated
2006	 0.0032172	Simulated
2006	 0.0018900	Simulated
2006	 0.0061740	Simulated
2006	 0.0042336	Simulated
2006	 0.0042798	Simulated
2006	 0.0037464	Simulated
2006	 0.0019950	Simulated
2007	 0.0025578	Simulated
2007	 0.0022554	Simulated
2007	 0.0027342	Simulated
2007	 0.0027216	Simulated
2007	 0.0053634	Simulated
2007	 0.0033054	Simulated
2007	 0.0033432	Simulated
2007	 0.0021126	Simulated
2007	 0.0033096	Simulated
2007	 0.0041076	Simulated
2007	 0.0029568	Simulated
2008	 0.0023436	Simulated
2008	 0.0026586	Simulated
2008	 0.0033180	Simulated
2008	 0.0034482	Simulated
2008	 0.0031332	Simulated
2008	 0.0033138	Simulated
2008	 0.0034692	Simulated
2008	 0.0021336	Simulated
2008	 0.0022890	Simulated
2008	 0.0021042	Simulated
2008	 0.0020370	Simulated
2009	 0.0016926	Simulated
2009	 0.0018438	Simulated
2009	 0.0032676	Simulated
2009	 0.0017976	Simulated
2009	 0.0043932	Simulated
2009	 0.0039648	Simulated
2009	 0.0041286	Simulated
2009	 0.0119448	Simulated
2009	 0.0022638	Simulated
2009	 0.0032676	Simulated
2009	 0.0033642	Simulated
2010	 0.0278628	Simulated
2010	 0.0031794	Simulated
2010	 0.0044226	Simulated
2010	 0.0040740	Simulated
2010	 0.0030744	Simulated
2010	 0.0024318	Simulated
2010	 0.0059514	Simulated
2010	 0.0055986	Simulated
2010	 0.0047796	Simulated
2010	 0.0041538	Simulated
2010	 0.0024150	Simulated
2011	 0.0030744	Simulated
2011	 0.0022008	Simulated
2011	 0.0014616	Simulated
2011	 0.0045318	Simulated
2011	 0.0044184	Simulated
2011	 0.0033558	Simulated
2011	 0.0036330	Simulated
2011	 0.0035616	Simulated
2011	 0.0035238	Simulated
2011	 0.0040530	Simulated
2011	 0.0038178	Simulated
2012	 0.0030870	Simulated
2012	 0.1876686	Simulated
2012	 0.0038724	Simulated
2012	 0.0037590	Simulated
2012	 0.0022176	Simulated
2012	 0.0028728	Simulated
2012	 0.0026880	Simulated
2012	 0.0084672	Simulated
2012	 0.0110586	Simulated
2012	 0.0022554	Simulated
2012	 0.0027132	Simulated
2013	 0.0032130	Simulated
2013	 0.0035868	Simulated
2013	 0.0048804	Simulated
2013	 0.0042798	Simulated
2013	 0.0031752	Simulated
2013	 0.0027468	Simulated
2013	 0.0099666	Simulated
2013	 0.0108906	Simulated
2013	 0.0049854	Simulated
2013	 0.0025326	Simulated
2013	 0.0022764	Simulated
2014	 0.0029442	Simulated
2014	 0.0020874	Simulated
2014	 0.0037506	Simulated
2014	 0.0012432	Simulated
2014	 0.0028224	Simulated
2014	 0.0017682	Simulated
2014	 0.0042672	Simulated
2014	 0.0032760	Simulated
2014	 0.0038724	Simulated
2014	 0.0033600	Simulated
2014	 0.0022008	Simulated
2015	 0.0018480	Simulated
2015	 0.0025746	Simulated
2015	 0.0028560	Simulated
2015	 0.0030030	Simulated
2015	 0.0034524	Simulated
2015	 0.0033936	Simulated
2015	 0.0034524	Simulated
2015	 0.0042252	Simulated
2015	 0.0039144	Simulated
2015	 0.0038850	Simulated
2015	 0.0039774	Simulated
2016	 0.0018648	Simulated
2016	 0.0029652	Simulated
2016	 0.0023814	Simulated
2016	 0.0022008	Simulated
2016	 0.0383670	Simulated
2016	 0.0016212	Simulated
2016	 0.0082824	Simulated
2016	 0.0065940	Simulated
2016	 0.0037800	Simulated
2016	 0.0038766	Simulated
2016	 0.0030744	Simulated
2017	 0.0026460	Simulated
2017	 0.0027762	Simulated
2017	 0.0031626	Simulated
2017	 0.0047292	Simulated
2017	 0.0046662	Simulated
2017	 0.0044520	Simulated
2017	 0.0037842	Simulated
2017	 0.0041034	Simulated
2017	 0.0046326	Simulated
2017	 0.0028014	Simulated
2017	 0.0034356	Simulated
2018	 0.0032466	Simulated
2018	 0.0035616	Simulated
2018	 0.0030618	Simulated
2018	 0.0034692	Simulated
2018	 0.0033642	Simulated
2018	 0.0038052	Simulated
2018	 0.0105462	Simulated
2018	 0.0051702	Simulated
2018	 0.0049602	Simulated
2018	 0.0024318	Simulated
2018	 0.0027594	Simulated
2019	 0.0035112	Simulated
2019	 0.0021042	Simulated
2019	 0.0022680	Simulated
2019	 0.0021168	Simulated
2019	 0.0017304	Simulated
2019	 0.0019068	Simulated
2019	 0.0027762	Simulated
2019	 0.0027720	Simulated
2019	 0.0054684	Simulated
2019	 0.0046746	Simulated
2019	 0.0040236	Simulated
2020	 0.0030198	Simulated
2020	 0.0054474	Simulated
2020	 0.0065142	Simulated
2020	 0.0015792	Simulated
2020	 0.0024780	Simulated
2020	 0.0019698	Simulated
2020	 2.2144416	Simulated
2020	 1.4488068	Simulated
2020	 0.0043722	Simulated
2020	 0.0169302	Simulated
2020	 0.0147546	Simulated
2021	 0.0124698	Simulated
2021	 0.6787620	Simulated
2021	 0.3334758	Simulated
2021	 0.4377282	Simulated
2021	 2.1155568	Simulated
2021	12.9294774	Simulated
2021	 2.6638878	Simulated
2021	 0.0480396	Simulated
2021	 1.0665984	Simulated
2021	 2.4052812	Simulated
2021	 0.0238056	Simulated
2022	 2.8277046	Simulated
2022	 3.4837572	Simulated
2022	 2.8330260	Simulated
2022	 2.1565950	Simulated
2022	 3.9268992	Simulated
2022	 6.4367562	Simulated
2022	 2.4951486	Simulated
2022	 2.1049140	Simulated
2022	 0.1633506	Simulated
2022	 0.2871876	Simulated
2022	 0.0113820	Simulated
2023	 0.8558760	Simulated
2023	 1.2482358	Simulated
2023	 1.5153390	Simulated
2023	 2.1648480	Simulated
2023	 0.0113568	Simulated
2023	 3.1897992	Simulated
2023	 0.0141624	Simulated
2023	 2.1367626	Simulated
2023	 0.0068712	Simulated
2023	 0.0099372	Simulated
2023	 0.0078162	Simulated
2023	 0.0103068	Simulated
1996	 0.0008690	Simulated_stat
1996	 0.0004840	Simulated_stat
1996	 0.0007620	Simulated_stat
1996	 0.0014330	Simulated_stat
1996	 0.0004500	Simulated_stat
1996	 0.0004370	Simulated_stat
1996	 0.0004180	Simulated_stat
1996	 0.0004920	Simulated_stat
1996	 0.0006210	Simulated_stat
1996	 0.0004650	Simulated_stat
1996	 0.0004740	Simulated_stat
1996	 0.0013260	Simulated_stat
1997	 0.0020420	Simulated_stat
1997	 0.0004340	Simulated_stat
1997	 0.0005380	Simulated_stat
1997	 0.0004530	Simulated_stat
1997	 0.0012050	Simulated_stat
1997	 0.0003840	Simulated_stat
1997	 0.0004560	Simulated_stat
1997	 0.0004700	Simulated_stat
1997	 0.0004750	Simulated_stat
1997	 0.0018670	Simulated_stat
1997	 0.0018970	Simulated_stat
1998	 0.0008500	Simulated_stat
1998	 0.0010290	Simulated_stat
1998	 0.0006640	Simulated_stat
1998	 0.0004340	Simulated_stat
1998	 0.0012400	Simulated_stat
1998	 0.0033210	Simulated_stat
1998	 0.0009280	Simulated_stat
1998	 0.0013210	Simulated_stat
1998	 0.0004060	Simulated_stat
1998	 0.0004420	Simulated_stat
1998	 0.0015640	Simulated_stat
1999	 0.0004990	Simulated_stat
1999	 0.0005000	Simulated_stat
1999	 0.0007220	Simulated_stat
1999	 0.0004220	Simulated_stat
1999	 0.0009300	Simulated_stat
1999	 0.0012900	Simulated_stat
1999	 0.0019480	Simulated_stat
1999	 0.0007480	Simulated_stat
1999	 0.0016550	Simulated_stat
1999	 0.0004350	Simulated_stat
1999	 0.0004390	Simulated_stat
2000	 0.0010680	Simulated_stat
2000	 0.0005370	Simulated_stat
2000	 0.0016820	Simulated_stat
2000	 0.0004750	Simulated_stat
2000	 0.0006620	Simulated_stat
2000	 0.0022400	Simulated_stat
2000	 0.0013030	Simulated_stat
2000	 0.0015040	Simulated_stat
2000	 0.0019620	Simulated_stat
2000	 0.0007680	Simulated_stat
2000	 0.0004760	Simulated_stat
2001	 0.0005550	Simulated_stat
2001	 0.0006110	Simulated_stat
2001	 0.0005580	Simulated_stat
2001	 0.0004940	Simulated_stat
2001	 0.0004980	Simulated_stat
2001	 0.0004260	Simulated_stat
2001	 0.0004340	Simulated_stat
2001	 0.0007920	Simulated_stat
2001	 0.0023760	Simulated_stat
2001	 0.0019980	Simulated_stat
2001	 0.0015290	Simulated_stat
2002	 0.0005000	Simulated_stat
2002	 0.0006170	Simulated_stat
2002	 0.0004230	Simulated_stat
2002	 0.0004530	Simulated_stat
2002	 0.0004450	Simulated_stat
2002	 0.0004110	Simulated_stat
2002	 0.0004140	Simulated_stat
2002	 0.0006370	Simulated_stat
2002	 0.0004040	Simulated_stat
2002	 0.0017110	Simulated_stat
2002	 0.0027100	Simulated_stat
2003	 0.0018300	Simulated_stat
2003	 0.0007300	Simulated_stat
2003	 0.0004950	Simulated_stat
2003	 0.0010120	Simulated_stat
2003	 0.0003770	Simulated_stat
2003	 0.0004110	Simulated_stat
2003	 0.0007880	Simulated_stat
2003	 0.0003950	Simulated_stat
2003	 0.0003580	Simulated_stat
2003	 0.0003640	Simulated_stat
2003	 0.0003810	Simulated_stat
2004	 0.0011140	Simulated_stat
2004	 0.0011700	Simulated_stat
2004	 0.0006690	Simulated_stat
2004	 0.0009020	Simulated_stat
2004	 0.0004490	Simulated_stat
2004	 0.0006130	Simulated_stat
2004	 0.0003120	Simulated_stat
2004	 0.0017720	Simulated_stat
2004	 0.0006720	Simulated_stat
2004	 0.0019110	Simulated_stat
2004	 0.0005020	Simulated_stat
2005	 0.0013020	Simulated_stat
2005	 0.0009420	Simulated_stat
2005	 0.0014430	Simulated_stat
2005	 0.0021680	Simulated_stat
2005	 0.0015060	Simulated_stat
2005	 0.0008030	Simulated_stat
2005	 0.0010160	Simulated_stat
2005	 0.0004250	Simulated_stat
2005	 0.0002630	Simulated_stat
2005	 0.0004050	Simulated_stat
2005	 0.0006010	Simulated_stat
2006	 0.0005210	Simulated_stat
2006	 0.0006520	Simulated_stat
2006	 0.0015520	Simulated_stat
2006	 0.0025470	Simulated_stat
2006	 0.0028630	Simulated_stat
2006	 0.0010020	Simulated_stat
2006	 0.0022320	Simulated_stat
2006	 0.0003600	Simulated_stat
2006	 0.0004390	Simulated_stat
2006	 0.0007880	Simulated_stat
2006	 0.0003890	Simulated_stat
2007	 0.0011710	Simulated_stat
2007	 0.0012140	Simulated_stat
2007	 0.0005480	Simulated_stat
2007	 0.0004290	Simulated_stat
2007	 0.0022540	Simulated_stat
2007	 0.0012940	Simulated_stat
2007	 0.0027690	Simulated_stat
2007	 0.0035490	Simulated_stat
2007	 0.0004040	Simulated_stat
2007	 0.0006130	Simulated_stat
2007	 0.0004960	Simulated_stat
2008	 0.0014970	Simulated_stat
2008	 0.0006170	Simulated_stat
2008	 0.0010680	Simulated_stat
2008	 0.0004810	Simulated_stat
2008	 0.0004000	Simulated_stat
2008	 0.0004250	Simulated_stat
2008	 0.0009930	Simulated_stat
2008	 0.0009060	Simulated_stat
2008	 0.0017980	Simulated_stat
2008	 0.0022010	Simulated_stat
2008	 0.0011490	Simulated_stat
2009	 0.0003570	Simulated_stat
2009	 0.0004660	Simulated_stat
2009	 0.0004070	Simulated_stat
2009	 0.0003870	Simulated_stat
2009	 0.0007900	Simulated_stat
2009	 0.0003680	Simulated_stat
2009	 0.0005420	Simulated_stat
2009	 0.0008530	Simulated_stat
2009	 0.0013530	Simulated_stat
2009	 0.0005460	Simulated_stat
2009	 0.0004080	Simulated_stat
2010	 0.0003270	Simulated_stat
2010	 0.0004690	Simulated_stat
2010	 0.0004470	Simulated_stat
2010	 0.0004590	Simulated_stat
2010	 0.0003690	Simulated_stat
2010	 0.0005410	Simulated_stat
2010	 0.0004140	Simulated_stat
2010	 0.0003620	Simulated_stat
2010	 0.0004530	Simulated_stat
2010	 0.0004870	Simulated_stat
2010	 0.0004470	Simulated_stat
2011	 0.0004310	Simulated_stat
2011	 0.0004980	Simulated_stat
2011	 0.0004570	Simulated_stat
2011	 0.0004250	Simulated_stat
2011	 0.0003900	Simulated_stat
2011	 0.0004480	Simulated_stat
2011	 0.0005320	Simulated_stat
2011	 0.0004790	Simulated_stat
2011	 0.0004490	Simulated_stat
2011	 0.0004820	Simulated_stat
2011	 0.0021740	Simulated_stat
2012	 0.0028400	Simulated_stat
2012	 0.0004500	Simulated_stat
2012	 0.0004170	Simulated_stat
2012	 0.0005190	Simulated_stat
2012	 0.0006390	Simulated_stat
2012	 0.0004640	Simulated_stat
2012	 0.0018600	Simulated_stat
2012	 0.0006150	Simulated_stat
2012	 0.0005150	Simulated_stat
2012	 0.0004320	Simulated_stat
2012	 0.0004990	Simulated_stat
2013	 0.0004800	Simulated_stat
2013	 0.0004660	Simulated_stat
2013	 0.0004670	Simulated_stat
2013	 0.0004730	Simulated_stat
2013	 0.0004720	Simulated_stat
2013	 0.0005800	Simulated_stat
2013	 0.0005550	Simulated_stat
2013	 0.0004850	Simulated_stat
2013	 0.0004840	Simulated_stat
2013	 0.0005060	Simulated_stat
2013	 0.0005580	Simulated_stat
2014	 0.0005350	Simulated_stat
2014	 0.0004390	Simulated_stat
2014	 0.0004710	Simulated_stat
2014	 0.0020530	Simulated_stat
2014	 0.0004020	Simulated_stat
2014	 0.0004560	Simulated_stat
2014	 0.0003830	Simulated_stat
2014	 0.0004310	Simulated_stat
2014	 0.0004420	Simulated_stat
2014	 0.0004090	Simulated_stat
2014	 0.0006570	Simulated_stat
2015	 0.0007740	Simulated_stat
2015	 0.0005130	Simulated_stat
2015	 0.0005520	Simulated_stat
2015	 0.0026540	Simulated_stat
2015	 0.0005290	Simulated_stat
2015	 0.0016450	Simulated_stat
2015	 0.0004370	Simulated_stat
2015	 0.0008610	Simulated_stat
2015	 0.0004660	Simulated_stat
2015	 0.0004530	Simulated_stat
2015	 0.0003780	Simulated_stat
2016	 0.0012540	Simulated_stat
2016	 0.0011650	Simulated_stat
2016	 0.0006560	Simulated_stat
2016	 0.0005480	Simulated_stat
2016	 0.0011080	Simulated_stat
2016	 0.0004690	Simulated_stat
2016	 0.0012690	Simulated_stat
2016	 0.0005210	Simulated_stat
2016	 0.0004340	Simulated_stat
2016	 0.0004380	Simulated_stat
2016	 0.0004870	Simulated_stat
2017	 0.0004910	Simulated_stat
2017	 0.0004930	Simulated_stat
2017	 0.0004430	Simulated_stat
2017	 0.0004880	Simulated_stat
2017	 0.0004220	Simulated_stat
2017	 0.0005690	Simulated_stat
2017	 0.0005140	Simulated_stat
2017	 0.0006480	Simulated_stat
2017	 0.0018230	Simulated_stat
2017	 0.0004900	Simulated_stat
2017	 0.0005120	Simulated_stat
2018	 0.0004860	Simulated_stat
2018	 0.0003900	Simulated_stat
2018	 0.0004380	Simulated_stat
2018	 0.0004590	Simulated_stat
2018	 0.0005800	Simulated_stat
2018	 0.0005520	Simulated_stat
2018	 0.0005180	Simulated_stat
2018	 0.0006580	Simulated_stat
2018	 0.0005250	Simulated_stat
2018	 0.0032600	Simulated_stat
2018	 0.0004770	Simulated_stat
2019	 0.0005190	Simulated_stat
2019	 0.0005500	Simulated_stat
2019	 0.0007010	Simulated_stat
2019	 0.0005210	Simulated_stat
2019	 0.0002360	Simulated_stat
2019	 0.0016000	Simulated_stat
2019	 0.0016690	Simulated_stat
2019	 0.0006030	Simulated_stat
2019	 0.0005970	Simulated_stat
2019	 0.0006050	Simulated_stat
2019	 0.0005640	Simulated_stat
2020	 0.0005690	Simulated_stat
2020	 0.0005570	Simulated_stat
2020	 0.0005790	Simulated_stat
2020	 0.0016690	Simulated_stat
2020	 0.0006520	Simulated_stat
2020	 0.0006680	Simulated_stat
2020	 0.0005130	Simulated_stat
2020	 0.0005480	Simulated_stat
2020	 0.0005850	Simulated_stat
2020	 0.0006660	Simulated_stat
2020	 0.0006460	Simulated_stat
2021	 0.0006440	Simulated_stat
2021	 0.0011250	Simulated_stat
2021	 0.0008090	Simulated_stat
2021	 0.0004680	Simulated_stat
2021	 0.0004890	Simulated_stat
2021	 0.0005370	Simulated_stat
2021	 0.0005660	Simulated_stat
2021	 0.0013090	Simulated_stat
2021	 0.0005690	Simulated_stat
2021	 0.0007750	Simulated_stat
2021	 0.0007080	Simulated_stat
2022	 0.0004960	Simulated_stat
2022	 0.0004890	Simulated_stat
2022	 0.0005880	Simulated_stat
2022	 0.0006100	Simulated_stat
