survey_year	p	type
2023	0.0700000	Measured
1996	0.0466300	Simulated
1996	0.0462900	Simulated
1996	0.0963600	Simulated
1996	0.0878700	Simulated
1996	0.0684300	Simulated
1996	0.0084700	Simulated
1996	0.0021000	Simulated
1996	0.0035800	Simulated
1996	0.0011300	Simulated
1996	0.0201300	Simulated
1996	0.1292100	Simulated
1996	0.1462400	Simulated
1997	0.1314400	Simulated
1997	0.0982800	Simulated
1997	0.0737700	Simulated
1997	0.1314600	Simulated
1997	0.0876000	Simulated
1997	0.0897200	Simulated
1997	0.0093600	Simulated
1997	0.0012900	Simulated
1997	0.0015600	Simulated
1997	0.0067600	Simulated
1997	0.1067700	Simulated
1997	0.1803800	Simulated
1998	0.1132400	Simulated
1998	0.1170000	Simulated
1998	0.0981000	Simulated
1998	0.1246900	Simulated
1998	0.1156800	Simulated
1998	0.1160700	Simulated
1998	0.0060000	Simulated
1998	0.0015200	Simulated
1998	0.0030200	Simulated
1998	0.0055400	Simulated
1998	0.0294900	Simulated
1999	0.2206500	Simulated
1999	0.1429300	Simulated
1999	0.0917400	Simulated
1999	0.1200900	Simulated
1999	0.1213600	Simulated
1999	0.1345000	Simulated
1999	0.1127700	Simulated
1999	0.1141600	Simulated
1999	0.0023000	Simulated
1999	0.0016900	Simulated
1999	0.0084800	Simulated
1999	0.0254700	Simulated
2000	0.2346800	Simulated
2000	0.2193800	Simulated
2000	0.1381400	Simulated
2000	0.1821600	Simulated
2000	0.1514300	Simulated
2000	0.1838200	Simulated
2000	0.1501200	Simulated
2000	0.1480500	Simulated
2000	0.0227000	Simulated
2000	0.0105100	Simulated
2000	0.0157600	Simulated
2001	0.0466100	Simulated
2001	0.1148100	Simulated
2001	0.2744800	Simulated
2001	0.1783600	Simulated
2001	0.1904300	Simulated
2001	0.1769200	Simulated
2001	0.1908900	Simulated
2001	0.1498400	Simulated
2001	0.1586700	Simulated
2001	0.1250600	Simulated
2001	0.0031200	Simulated
2001	0.0111600	Simulated
2002	0.0175000	Simulated
2002	0.0457700	Simulated
2002	0.2035000	Simulated
2002	0.1699000	Simulated
2002	0.1062700	Simulated
2002	0.1252500	Simulated
2002	0.1168000	Simulated
2002	0.1604100	Simulated
2002	0.1331500	Simulated
2002	0.1374000	Simulated
2002	0.0060400	Simulated
2003	0.0092900	Simulated
2003	0.0112100	Simulated
2003	0.0451600	Simulated
2003	0.1201200	Simulated
2003	0.2463600	Simulated
2003	0.1821200	Simulated
2003	0.1568500	Simulated
2003	0.1690500	Simulated
2003	0.1747500	Simulated
2003	0.1483800	Simulated
2003	0.1678400	Simulated
2003	0.1160300	Simulated
2004	0.0280800	Simulated
2004	0.0321500	Simulated
2004	0.0584100	Simulated
2004	0.1112600	Simulated
2004	0.2871600	Simulated
2004	0.2336800	Simulated
2004	0.1967900	Simulated
2004	0.2153000	Simulated
2004	0.2073900	Simulated
2004	0.1814600	Simulated
2004	0.1942900	Simulated
2005	0.1910000	Simulated
2005	0.0663100	Simulated
2005	0.0696400	Simulated
2005	0.0718000	Simulated
2005	0.1116400	Simulated
2005	0.2272800	Simulated
2005	0.2907300	Simulated
2005	0.2492500	Simulated
2005	0.2521900	Simulated
2005	0.2480800	Simulated
2005	0.2427400	Simulated
2005	0.1829300	Simulated
2006	0.2239400	Simulated
2006	0.1505700	Simulated
2006	0.0786700	Simulated
2006	0.0880400	Simulated
2006	0.1123900	Simulated
2006	0.1714900	Simulated
2006	0.3740600	Simulated
2006	0.3030100	Simulated
2006	0.2401700	Simulated
2006	0.2936000	Simulated
2006	0.2928200	Simulated
2007	0.2171800	Simulated
2007	0.2680600	Simulated
2007	0.2669100	Simulated
2007	0.1129400	Simulated
2007	0.1175400	Simulated
2007	0.1311200	Simulated
2007	0.1689300	Simulated
2007	0.3498900	Simulated
2007	0.3591100	Simulated
2007	0.3041100	Simulated
2007	0.3478500	Simulated
2007	0.3433000	Simulated
2008	0.3303600	Simulated
2008	0.2393700	Simulated
2008	0.3031900	Simulated
2008	0.1814400	Simulated
2008	0.1326100	Simulated
2008	0.1469200	Simulated
2008	0.1839300	Simulated
2008	0.2490200	Simulated
2008	0.4426600	Simulated
2008	0.3835300	Simulated
2008	0.3562500	Simulated
2009	0.3916300	Simulated
2009	0.3898200	Simulated
2009	0.2670200	Simulated
2009	0.3428700	Simulated
2009	0.3477400	Simulated
2009	0.1689400	Simulated
2009	0.1702900	Simulated
2009	0.1996100	Simulated
2009	0.2540400	Simulated
2009	0.4885100	Simulated
2009	0.4566000	Simulated
2009	0.4004400	Simulated
2010	0.4138400	Simulated
2010	0.4435900	Simulated
2010	0.3816200	Simulated
2010	0.3028600	Simulated
2010	0.3964800	Simulated
2010	0.2016900	Simulated
2010	0.1348600	Simulated
2010	0.3208800	Simulated
2010	0.2532300	Simulated
2010	0.3362500	Simulated
2010	0.3086100	Simulated
2010	0.2073600	Simulated
2011	0.2957100	Simulated
2011	0.2695300	Simulated
2011	0.2670400	Simulated
2011	0.2262900	Simulated
2011	0.2573000	Simulated
2011	0.2128800	Simulated
2011	0.1032100	Simulated
2011	0.1037600	Simulated
2011	0.0770300	Simulated
2011	0.2156000	Simulated
2011	0.2423400	Simulated
2012	0.2216200	Simulated
2012	0.1888200	Simulated
2012	0.2016700	Simulated
2012	0.2032600	Simulated
2012	0.1759200	Simulated
2012	0.1728700	Simulated
2012	0.1849700	Simulated
2012	0.1272300	Simulated
2012	0.0812200	Simulated
2012	0.0352400	Simulated
2012	0.1018400	Simulated
2012	0.1272400	Simulated
2013	0.2968000	Simulated
2013	0.2099500	Simulated
2013	0.2163700	Simulated
2013	0.1751300	Simulated
2013	0.1897100	Simulated
2013	0.2033500	Simulated
2013	0.1830900	Simulated
2013	0.0410700	Simulated
2013	0.0463900	Simulated
2013	0.1904900	Simulated
2013	0.0188000	Simulated
2014	0.0540600	Simulated
2014	0.2305400	Simulated
2014	0.2136500	Simulated
2014	0.1921600	Simulated
2014	0.1559500	Simulated
2014	0.1724700	Simulated
2014	0.1606600	Simulated
2014	0.1516400	Simulated
2014	0.1481500	Simulated
2014	0.0677700	Simulated
2014	0.0159200	Simulated
2014	0.0530500	Simulated
2015	0.2374300	Simulated
2015	0.2445500	Simulated
2015	0.2313600	Simulated
2015	0.2079000	Simulated
2015	0.2020000	Simulated
2015	0.2128300	Simulated
2015	0.1612700	Simulated
2015	0.1847200	Simulated
2015	0.1625400	Simulated
2015	0.1223100	Simulated
2015	0.0310000	Simulated
2016	0.1226700	Simulated
2016	0.0126800	Simulated
2016	0.1775700	Simulated
2016	0.1913000	Simulated
2016	0.1649400	Simulated
2016	0.1443000	Simulated
2016	0.1361600	Simulated
2016	0.1561200	Simulated
2016	0.1539600	Simulated
2016	0.1576300	Simulated
2016	0.0975900	Simulated
2016	0.0218900	Simulated
2017	0.1188700	Simulated
2017	0.0273100	Simulated
2017	0.1230100	Simulated
2017	0.1398000	Simulated
2017	0.1062800	Simulated
2017	0.0984900	Simulated
2017	0.1168100	Simulated
2017	0.0824800	Simulated
2017	0.0747100	Simulated
2017	0.0524100	Simulated
2017	0.0960200	Simulated
2018	0.0642300	Simulated
2018	0.0532200	Simulated
2018	0.0251200	Simulated
2018	0.0011600	Simulated
2018	0.0216300	Simulated
2018	0.1207000	Simulated
2018	0.0999900	Simulated
2018	0.0930700	Simulated
2018	0.0600900	Simulated
2018	0.1072200	Simulated
2018	0.0391500	Simulated
2018	0.0575800	Simulated
2019	0.0017800	Simulated
2019	0.0324700	Simulated
2019	0.0012100	Simulated
2019	0.0697700	Simulated
2019	0.1102600	Simulated
2019	0.0023100	Simulated
2019	0.0700900	Simulated
2019	0.0251000	Simulated
2019	0.0258100	Simulated
2019	0.0104400	Simulated
2019	0.0130000	Simulated
2020	0.0189400	Simulated
2020	0.0039100	Simulated
2020	0.0858300	Simulated
2020	0.0020000	Simulated
2020	0.0075000	Simulated
2020	0.0006200	Simulated
2020	0.1606900	Simulated
2020	0.1311600	Simulated
2020	0.0953100	Simulated
2020	0.0924700	Simulated
2020	0.0580400	Simulated
2020	0.0840200	Simulated
2021	0.0331000	Simulated
2021	0.0555600	Simulated
2021	0.0019000	Simulated
2021	0.0015000	Simulated
2021	0.0015200	Simulated
2021	0.0336100	Simulated
2021	0.0598500	Simulated
2021	0.0902400	Simulated
2021	0.0494200	Simulated
2021	0.1027200	Simulated
2021	0.0456000	Simulated
2022	0.0579300	Simulated
2022	0.0452100	Simulated
2022	0.0307000	Simulated
2022	0.0194500	Simulated
2022	0.0225400	Simulated
2022	0.0916700	Simulated
2022	0.0010400	Simulated
2022	0.0010800	Simulated
2022	0.1405100	Simulated
2022	0.0761400	Simulated
2022	0.0952100	Simulated
2022	0.0992500	Simulated
2023	0.0435000	Simulated
2023	0.1143000	Simulated
2023	0.0556500	Simulated
2023	0.0657600	Simulated
2023	0.0119900	Simulated
2023	0.0022900	Simulated
2023	0.0025700	Simulated
2023	0.0167400	Simulated
2023	0.0464300	Simulated
2023	0.1746800	Simulated
2023	0.1493200	Simulated
2023	0.1310900	Simulated
1996	0.0439908	Simulated_stat
1996	0.0587664	Simulated_stat
1996	0.0632184	Simulated_stat
1996	0.0771624	Simulated_stat
1996	0.0609756	Simulated_stat
1996	0.0525420	Simulated_stat
1996	0.0043680	Simulated_stat
1996	0.0089376	Simulated_stat
1996	0.0200004	Simulated_stat
1996	0.0401100	Simulated_stat
1996	0.0811104	Simulated_stat
1996	0.0824964	Simulated_stat
1997	0.0290136	Simulated_stat
1997	0.0227304	Simulated_stat
1997	0.0520212	Simulated_stat
1997	0.0584304	Simulated_stat
1997	0.0438816	Simulated_stat
1997	0.0586740	Simulated_stat
1997	0.0463848	Simulated_stat
1997	0.0052164	Simulated_stat
1997	0.0112896	Simulated_stat
1997	0.0244104	Simulated_stat
1997	0.0445284	Simulated_stat
1997	0.0900564	Simulated_stat
1998	0.0854532	Simulated_stat
1998	0.0281652	Simulated_stat
1998	0.0335412	Simulated_stat
1998	0.0564060	Simulated_stat
1998	0.0545076	Simulated_stat
1998	0.0437640	Simulated_stat
1998	0.0578424	Simulated_stat
1998	0.0452676	Simulated_stat
1998	0.0049560	Simulated_stat
1998	0.0130200	Simulated_stat
1998	0.0285768	Simulated_stat
1998	0.0526512	Simulated_stat
1999	0.1024044	Simulated_stat
1999	0.0841092	Simulated_stat
1999	0.0189336	Simulated_stat
1999	0.0528192	Simulated_stat
1999	0.0633864	Simulated_stat
1999	0.0624708	Simulated_stat
1999	0.0447132	Simulated_stat
1999	0.0646212	Simulated_stat
1999	0.0456540	Simulated_stat
1999	0.0075264	Simulated_stat
1999	0.0148428	Simulated_stat
1999	0.0353808	Simulated_stat
2000	0.0628656	Simulated_stat
2000	0.1138116	Simulated_stat
2000	0.0892668	Simulated_stat
2000	0.0025956	Simulated_stat
2000	0.0509796	Simulated_stat
2000	0.0733824	Simulated_stat
2000	0.0718788	Simulated_stat
2000	0.0503076	Simulated_stat
2000	0.0694344	Simulated_stat
2000	0.0511056	Simulated_stat
2000	0.0134400	Simulated_stat
2000	0.0204288	Simulated_stat
2001	0.0426468	Simulated_stat
2001	0.0733740	Simulated_stat
2001	0.1345512	Simulated_stat
2001	0.0926772	Simulated_stat
2001	0.0592368	Simulated_stat
2001	0.0368760	Simulated_stat
2001	0.0838068	Simulated_stat
2001	0.0815136	Simulated_stat
2001	0.0563976	Simulated_stat
2001	0.0749784	Simulated_stat
2001	0.0556332	Simulated_stat
2001	0.0180348	Simulated_stat
2002	0.0258048	Simulated_stat
2002	0.0506100	Simulated_stat
2002	0.0858732	Simulated_stat
2002	0.1458576	Simulated_stat
2002	0.0973812	Simulated_stat
2002	0.0676788	Simulated_stat
2002	0.0525504	Simulated_stat
2002	0.0952644	Simulated_stat
2002	0.0806148	Simulated_stat
2002	0.0624288	Simulated_stat
2002	0.0868140	Simulated_stat
2002	0.0573888	Simulated_stat
2003	0.0221004	Simulated_stat
2003	0.0339780	Simulated_stat
2003	0.0603036	Simulated_stat
2003	0.0962220	Simulated_stat
2003	0.1531152	Simulated_stat
2003	0.0953400	Simulated_stat
2003	0.0465864	Simulated_stat
2003	0.0522984	Simulated_stat
2003	0.1050504	Simulated_stat
2003	0.0956844	Simulated_stat
2003	0.0904512	Simulated_stat
2003	0.0957516	Simulated_stat
2004	0.0583632	Simulated_stat
2004	0.0265356	Simulated_stat
2004	0.0485856	Simulated_stat
2004	0.0679140	Simulated_stat
2004	0.1041684	Simulated_stat
2004	0.1563240	Simulated_stat
2004	0.0667212	Simulated_stat
2004	0.0021336	Simulated_stat
2004	0.0844536	Simulated_stat
2004	0.1133328	Simulated_stat
2004	0.0925932	Simulated_stat
2004	0.0912156	Simulated_stat
2005	0.0992712	Simulated_stat
2005	0.0554568	Simulated_stat
2005	0.0296940	Simulated_stat
2005	0.0511140	Simulated_stat
2005	0.0766920	Simulated_stat
2005	0.1125852	Simulated_stat
2005	0.1640940	Simulated_stat
2005	0.0700224	Simulated_stat
2005	0.0028560	Simulated_stat
2005	0.1018080	Simulated_stat
2005	0.1226904	Simulated_stat
2005	0.0980280	Simulated_stat
2006	0.1040340	Simulated_stat
2006	0.1019592	Simulated_stat
2006	0.0546252	Simulated_stat
2006	0.0339864	Simulated_stat
2006	0.0566748	Simulated_stat
2006	0.0837396	Simulated_stat
2006	0.1187676	Simulated_stat
2006	0.1644888	Simulated_stat
2006	0.0654948	Simulated_stat
2006	0.0032088	Simulated_stat
2006	0.1201620	Simulated_stat
2006	0.1310568	Simulated_stat
2007	0.0894768	Simulated_stat
2007	0.1113252	Simulated_stat
2007	0.1175748	Simulated_stat
2007	0.0532896	Simulated_stat
2007	0.0423864	Simulated_stat
2007	0.0650496	Simulated_stat
2007	0.0973224	Simulated_stat
2007	0.1188936	Simulated_stat
2007	0.1663872	Simulated_stat
2007	0.0601272	Simulated_stat
2007	0.1092840	Simulated_stat
2007	0.1309812	Simulated_stat
2007	0.1384320	Simulated_stat
2008	0.0909720	Simulated_stat
2008	0.1235388	Simulated_stat
2008	0.1115352	Simulated_stat
2008	0.0584640	Simulated_stat
2008	0.0567420	Simulated_stat
2008	0.0694848	Simulated_stat
2008	0.1075956	Simulated_stat
2008	0.1333248	Simulated_stat
2008	0.1654548	Simulated_stat
2008	0.0483840	Simulated_stat
2008	0.1191120	Simulated_stat
2008	0.1424388	Simulated_stat
2008	0.1476216	Simulated_stat
2009	0.0936012	Simulated_stat
2009	0.1346856	Simulated_stat
2009	0.1218168	Simulated_stat
2009	0.0669480	Simulated_stat
2009	0.0722568	Simulated_stat
2009	0.0795900	Simulated_stat
2009	0.1139292	Simulated_stat
2009	0.1445220	Simulated_stat
2009	0.1645476	Simulated_stat
2009	0.0270732	Simulated_stat
2009	0.0987504	Simulated_stat
2009	0.1518300	Simulated_stat
2009	0.1486380	Simulated_stat
2010	0.1243452	Simulated_stat
2010	0.1228080	Simulated_stat
2010	0.1107288	Simulated_stat
2010	0.0686700	Simulated_stat
2010	0.1288728	Simulated_stat
2010	0.1245468	Simulated_stat
2010	0.1288476	Simulated_stat
2010	0.1568532	Simulated_stat
2010	0.1122492	Simulated_stat
2010	0.0037716	Simulated_stat
2010	0.0875700	Simulated_stat
2011	0.0952812	Simulated_stat
2011	0.1006068	Simulated_stat
2011	0.0758520	Simulated_stat
2011	0.0714420	Simulated_stat
2011	0.1123164	Simulated_stat
2011	0.0443268	Simulated_stat
2011	0.1446312	Simulated_stat
2011	0.0506100	Simulated_stat
2011	0.1039332	Simulated_stat
2011	0.1252020	Simulated_stat
2011	0.1062516	Simulated_stat
2011	0.0336168	Simulated_stat
2011	0.0601860	Simulated_stat
2012	0.0704676	Simulated_stat
2012	0.0799764	Simulated_stat
2012	0.0620760	Simulated_stat
2012	0.0457296	Simulated_stat
2012	0.0522900	Simulated_stat
2012	0.0706188	Simulated_stat
2012	0.0410088	Simulated_stat
2012	0.0419916	Simulated_stat
2012	0.0652092	Simulated_stat
2012	0.1034712	Simulated_stat
2012	0.1186668	Simulated_stat
2012	0.0319452	Simulated_stat
2013	0.0734328	Simulated_stat
2013	0.0760788	Simulated_stat
2013	0.0717108	Simulated_stat
2013	0.0881328	Simulated_stat
2013	0.0808164	Simulated_stat
2013	0.0103908	Simulated_stat
2013	0.0435288	Simulated_stat
2013	0.1092672	Simulated_stat
2013	0.0485100	Simulated_stat
2013	0.0482412	Simulated_stat
2013	0.1102164	Simulated_stat
2014	0.1007076	Simulated_stat
2014	0.0281232	Simulated_stat
2014	0.0711144	Simulated_stat
2014	0.0533484	Simulated_stat
2014	0.0893760	Simulated_stat
2014	0.0852852	Simulated_stat
2014	0.0724332	Simulated_stat
2014	0.0876204	Simulated_stat
2014	0.0050568	Simulated_stat
2014	0.0070812	Simulated_stat
2014	0.0523488	Simulated_stat
2014	0.1406916	Simulated_stat
2014	0.1486800	Simulated_stat
2015	0.0905520	Simulated_stat
2015	0.0027804	Simulated_stat
2015	0.0734244	Simulated_stat
2015	0.0845124	Simulated_stat
2015	0.0864948	Simulated_stat
2015	0.0851088	Simulated_stat
2015	0.0665112	Simulated_stat
2015	0.0024108	Simulated_stat
2015	0.0806568	Simulated_stat
2015	0.0096264	Simulated_stat
2015	0.0473592	Simulated_stat
2015	0.1194312	Simulated_stat
2016	0.1167852	Simulated_stat
2016	0.0842688	Simulated_stat
2016	0.0390684	Simulated_stat
2016	0.0495264	Simulated_stat
2016	0.0753984	Simulated_stat
2016	0.0686784	Simulated_stat
2016	0.0615300	Simulated_stat
2016	0.0694428	Simulated_stat
2016	0.0530124	Simulated_stat
2016	0.0128352	Simulated_stat
2017	0.0563892	Simulated_stat
2017	0.1060584	Simulated_stat
2017	0.1095864	Simulated_stat
2017	0.0963312	Simulated_stat
2017	0.0362040	Simulated_stat
2017	0.0474516	Simulated_stat
2017	0.0524832	Simulated_stat
2017	0.0533736	Simulated_stat
2017	0.0535164	Simulated_stat
2017	0.0524160	Simulated_stat
2017	0.0499968	Simulated_stat
2017	0.0225036	Simulated_stat
2017	0.0028728	Simulated_stat
2018	0.0501648	Simulated_stat
2018	0.0541296	Simulated_stat
2018	0.0455196	Simulated_stat
2018	0.0429828	Simulated_stat
2018	0.0496524	Simulated_stat
2018	0.1192800	Simulated_stat
2018	0.0513828	Simulated_stat
2018	0.0484680	Simulated_stat
2019	0.0435456	Simulated_stat
2019	0.0530544	Simulated_stat
2019	0.0537600	Simulated_stat
2019	0.0028644	Simulated_stat
2019	0.0669732	Simulated_stat
2019	0.0098448	Simulated_stat
2019	0.0446796	Simulated_stat
2019	0.0878976	Simulated_stat
2019	0.0774732	Simulated_stat
2019	0.0295848	Simulated_stat
2020	0.0498036	Simulated_stat
2020	0.0414120	Simulated_stat
2020	0.0404628	Simulated_stat
2020	0.0428652	Simulated_stat
2020	0.0125664	Simulated_stat
2020	0.0286608	Simulated_stat
2020	0.0297192	Simulated_stat
2020	0.0104832	Simulated_stat
2020	0.0051996	Simulated_stat
2020	0.0317688	Simulated_stat
2020	0.0234024	Simulated_stat
2021	0.0966084	Simulated_stat
2021	0.0354060	Simulated_stat
2021	0.0417144	Simulated_stat
2021	0.0491148	Simulated_stat
2021	0.0517272	Simulated_stat
2021	0.0487116	Simulated_stat
2021	0.0501228	Simulated_stat
2021	0.0544572	Simulated_stat
2021	0.0073080	Simulated_stat
2021	0.0137004	Simulated_stat
2021	0.0531048	Simulated_stat
2022	0.1010772	Simulated_stat
2022	0.0649488	Simulated_stat
2022	0.0812532	Simulated_stat
2022	0.0097776	Simulated_stat
2022	0.0131376	Simulated_stat
2022	0.0393120	Simulated_stat
2022	0.0406140	Simulated_stat
2022	0.0424368	Simulated_stat
