survey_year	p	type
1997	0.049263997	Simulated
1997	0.040932400	Simulated
1997	0.032116000	Simulated
1997	0.038121401	Simulated
1997	0.028512670	Simulated
1997	0.032797100	Simulated
1997	0.032645869	Simulated
1997	0.014305635	Simulated
1997	0.051945717	Simulated
1997	0.045384000	Simulated
1997	0.026722000	Simulated
1998	0.039664671	Simulated
1998	0.031799818	Simulated
1998	0.015611600	Simulated
1998	0.027814231	Simulated
1998	0.016379090	Simulated
1998	0.022814591	Simulated
1998	0.016139961	Simulated
1998	0.027400385	Simulated
1998	0.021344436	Simulated
1998	0.025358000	Simulated
1998	0.036456000	Simulated
1999	0.017897823	Simulated
1999	0.004919406	Simulated
1999	0.010936800	Simulated
1999	0.012216129	Simulated
1999	0.013351752	Simulated
1999	0.008672521	Simulated
1999	0.014318715	Simulated
1999	0.023520363	Simulated
1999	0.010026072	Simulated
1999	0.034887936	Simulated
1999	0.026061216	Simulated
2000	0.015131989	Simulated
2000	0.015963383	Simulated
2000	0.016132400	Simulated
2000	0.005825654	Simulated
2000	0.015214800	Simulated
2000	0.020704503	Simulated
2000	0.007970253	Simulated
2000	0.009198282	Simulated
2000	0.007339160	Simulated
2000	0.018677207	Simulated
2000	0.023733600	Simulated
2000	0.022245600	Simulated
2001	0.012061123	Simulated
2001	0.006857200	Simulated
2001	0.014136000	Simulated
2001	0.023052756	Simulated
2001	0.012216476	Simulated
2001	0.017424781	Simulated
2001	0.014335595	Simulated
2001	0.014157080	Simulated
2001	0.038157541	Simulated
2001	0.020136140	Simulated
2001	0.030175337	Simulated
2002	0.016970424	Simulated
2002	0.009907600	Simulated
2002	0.011308800	Simulated
2002	0.016690400	Simulated
2002	0.009566386	Simulated
2002	0.007478710	Simulated
2002	0.002270779	Simulated
2002	0.007067591	Simulated
2002	0.016802234	Simulated
2002	0.025668000	Simulated
2002	0.026315863	Simulated
2003	0.013557929	Simulated
2003	0.010645609	Simulated
2003	0.013590400	Simulated
2003	0.023011713	Simulated
2003	0.020619669	Simulated
2003	0.008953006	Simulated
2003	0.008289599	Simulated
2003	0.017171986	Simulated
2003	0.017272382	Simulated
2003	0.048596899	Simulated
2003	0.037696000	Simulated
2004	0.015090345	Simulated
2004	0.021878523	Simulated
2004	0.011209600	Simulated
2004	0.011878412	Simulated
2004	0.025274471	Simulated
2004	0.013046513	Simulated
2004	0.018438808	Simulated
2004	0.010720154	Simulated
2004	0.018458579	Simulated
2004	0.040675551	Simulated
2004	0.021563600	Simulated
2005	0.012958000	Simulated
2005	0.008228304	Simulated
2005	0.005604800	Simulated
2005	0.030876000	Simulated
2005	0.021294692	Simulated
2005	0.016354770	Simulated
2005	0.008997426	Simulated
2005	0.028563888	Simulated
2005	0.026950801	Simulated
2005	0.019038233	Simulated
2005	0.041478000	Simulated
2005	0.031483600	Simulated
2006	0.016413681	Simulated
2006	0.009399200	Simulated
2006	0.025172000	Simulated
2006	0.018836913	Simulated
2006	0.013867725	Simulated
2006	0.008349649	Simulated
2006	0.022436926	Simulated
2006	0.022244344	Simulated
2006	0.033589202	Simulated
2006	0.037981200	Simulated
2006	0.038464800	Simulated
2007	0.035112387	Simulated
2007	0.026022428	Simulated
2007	0.014979200	Simulated
2007	0.023108187	Simulated
2007	0.025340263	Simulated
2007	0.016564469	Simulated
2007	0.014586382	Simulated
2007	0.017375315	Simulated
2007	0.029715330	Simulated
2007	0.028755600	Simulated
2007	0.018029600	Simulated
2008	0.022937732	Simulated
2008	0.022783982	Simulated
2008	0.014322000	Simulated
2008	0.029430117	Simulated
2008	0.026806298	Simulated
2008	0.017938089	Simulated
2008	0.016230228	Simulated
2008	0.016804207	Simulated
2008	0.019520340	Simulated
2008	0.034392193	Simulated
2008	0.035780006	Simulated
2009	0.036275580	Simulated
2009	0.035557927	Simulated
2009	0.033760090	Simulated
2009	0.018773600	Simulated
2009	0.027025382	Simulated
2009	0.007935911	Simulated
2009	0.007619609	Simulated
2009	0.003513498	Simulated
2009	0.031911020	Simulated
2009	0.028371200	Simulated
2009	0.033096970	Simulated
2010	0.028445565	Simulated
2010	0.005922551	Simulated
2010	0.028249203	Simulated
2010	0.020720400	Simulated
2010	0.016467940	Simulated
2010	0.020129834	Simulated
2010	0.002127277	Simulated
2010	0.035281360	Simulated
2010	0.035779765	Simulated
2010	0.047391506	Simulated
2010	0.044255600	Simulated
2010	0.048406250	Simulated
2011	0.045478954	Simulated
2011	0.047159743	Simulated
2011	0.037671200	Simulated
2011	0.020994637	Simulated
2011	0.019897622	Simulated
2011	0.019560536	Simulated
2011	0.021306378	Simulated
2011	0.025335123	Simulated
2011	0.026419871	Simulated
2011	0.040616804	Simulated
2011	0.026015200	Simulated
2012	0.028329359	Simulated
2012	0.028569329	Simulated
2012	0.031260400	Simulated
2012	0.030924916	Simulated
2012	0.028064364	Simulated
2012	0.024459490	Simulated
2012	0.048003836	Simulated
2012	0.015872695	Simulated
2012	0.025068834	Simulated
2012	0.052439600	Simulated
2012	0.036776662	Simulated
2013	0.037403487	Simulated
2013	0.029174690	Simulated
2013	0.034244509	Simulated
2013	0.033207200	Simulated
2013	0.040158726	Simulated
2013	0.030029265	Simulated
2013	0.021539037	Simulated
2013	0.018218047	Simulated
2013	0.056613182	Simulated
2013	0.056347229	Simulated
2013	0.028210000	Simulated
2014	0.029526188	Simulated
2014	0.020027752	Simulated
2014	0.032250362	Simulated
2014	0.036828000	Simulated
2014	0.033097803	Simulated
2014	0.035924137	Simulated
2014	0.022049187	Simulated
2014	0.022277018	Simulated
2014	0.048710434	Simulated
2014	0.056162636	Simulated
2014	0.038447106	Simulated
2014	0.033480000	Simulated
2015	0.019172241	Simulated
2015	0.027821215	Simulated
2015	0.020001200	Simulated
2015	0.023064000	Simulated
2015	0.026273032	Simulated
2015	0.023035184	Simulated
2015	0.007799020	Simulated
2015	0.034793924	Simulated
2015	0.030786944	Simulated
2015	0.046710800	Simulated
2015	0.034812727	Simulated
2016	0.015369291	Simulated
2016	0.038037951	Simulated
2016	0.036157247	Simulated
2016	0.012669565	Simulated
2016	0.023917585	Simulated
2016	0.025109142	Simulated
2016	0.015016823	Simulated
2016	0.008612670	Simulated
2016	0.031934537	Simulated
2016	0.049922400	Simulated
2016	0.047231600	Simulated
2017	0.044967209	Simulated
2017	0.040793952	Simulated
2017	0.038700400	Simulated
2017	0.018075810	Simulated
2017	0.039589610	Simulated
2017	0.014442594	Simulated
2017	0.023294394	Simulated
2017	0.025071366	Simulated
2017	0.049025958	Simulated
2017	0.039611328	Simulated
2017	0.039593675	Simulated
2018	0.025885013	Simulated
2018	0.014099796	Simulated
2018	0.033864400	Simulated
2018	0.044406761	Simulated
2018	0.028362680	Simulated
2018	0.035447501	Simulated
2018	0.010645021	Simulated
2018	0.023037207	Simulated
2018	0.012477353	Simulated
2018	0.037469110	Simulated
2018	0.035947600	Simulated
2019	0.027400269	Simulated
2019	0.022481502	Simulated
2019	0.036406063	Simulated
2019	0.035432176	Simulated
2019	0.008874665	Simulated
2019	0.019297816	Simulated
2019	0.005641234	Simulated
2019	0.009832250	Simulated
2019	0.013898124	Simulated
2019	0.058196331	Simulated
2019	0.035054800	Simulated
2019	0.037017771	Simulated
2020	0.021839452	Simulated
2020	0.023051600	Simulated
2020	0.014530039	Simulated
2020	0.012656378	Simulated
2020	0.006562058	Simulated
2020	0.004692430	Simulated
2020	0.000969741	Simulated
2020	0.012853620	Simulated
2020	0.023762266	Simulated
2020	0.047743661	Simulated
2020	0.025698855	Simulated
2021	0.055514800	Simulated
2021	0.016876400	Simulated
2021	0.035688636	Simulated
2021	0.018389200	Simulated
2021	0.041502800	Simulated
2021	0.044137949	Simulated
2021	0.008109877	Simulated
2021	0.026475199	Simulated
2021	0.026728105	Simulated
2021	0.015523365	Simulated
2021	0.021699066	Simulated
2022	0.037907314	Simulated
2022	0.045309600	Simulated
2022	0.035644196	Simulated
2022	0.032066400	Simulated
2022	0.041041578	Simulated
2022	0.049949063	Simulated
2022	0.051695600	Simulated
2022	0.037784239	Simulated
2022	0.016023327	Simulated
2022	0.028053550	Simulated
2022	0.018531881	Simulated
2023	0.024083157	Simulated
2023	0.014226274	Simulated
2023	0.011871247	Simulated
2023	0.034344644	Simulated
2023	0.024755327	Simulated
2023	0.029686171	Simulated
2023	0.045142299	Simulated
2023	0.030124241	Simulated
2023	0.045595176	Simulated
2023	0.040820800	Simulated
2023	0.031872286	Simulated
2023	0.025531444	Simulated
1996	0.001860000	Simulated_stat
1996	0.001999500	Simulated_stat
1996	0.002148300	Simulated_stat
1996	0.001246200	Simulated_stat
1996	0.001832100	Simulated_stat
1996	0.002083200	Simulated_stat
1996	0.001599600	Simulated_stat
1996	0.001711200	Simulated_stat
1996	0.002073900	Simulated_stat
1996	0.001943700	Simulated_stat
1996	0.001953000	Simulated_stat
1996	0.001153200	Simulated_stat
1997	0.000837000	Simulated_stat
1997	0.002985300	Simulated_stat
1997	0.002073900	Simulated_stat
1997	0.001748400	Simulated_stat
1997	0.001525200	Simulated_stat
1997	0.001822800	Simulated_stat
1997	0.001813500	Simulated_stat
1997	0.002194800	Simulated_stat
1997	0.002334300	Simulated_stat
1997	0.001534500	Simulated_stat
1997	0.001478700	Simulated_stat
1997	0.001646100	Simulated_stat
1998	0.001357800	Simulated_stat
1998	0.001832100	Simulated_stat
1998	0.001962300	Simulated_stat
1998	0.001274100	Simulated_stat
1998	0.000595200	Simulated_stat
1998	0.001209000	Simulated_stat
1998	0.000883500	Simulated_stat
1998	0.001618200	Simulated_stat
1998	0.001980900	Simulated_stat
1998	0.000948600	Simulated_stat
1998	0.001655400	Simulated_stat
1998	0.001664700	Simulated_stat
1999	0.001432200	Simulated_stat
1999	0.001692600	Simulated_stat
1999	0.001162500	Simulated_stat
1999	0.000790500	Simulated_stat
1999	0.000548700	Simulated_stat
1999	0.001143900	Simulated_stat
1999	0.000558000	Simulated_stat
1999	0.001329900	Simulated_stat
1999	0.001348500	Simulated_stat
1999	0.000883500	Simulated_stat
1999	0.001757700	Simulated_stat
1999	0.001181100	Simulated_stat
2000	0.001553100	Simulated_stat
2000	0.001515900	Simulated_stat
2000	0.000585900	Simulated_stat
2000	0.000716100	Simulated_stat
2000	0.000678900	Simulated_stat
2000	0.000427800	Simulated_stat
2000	0.000892800	Simulated_stat
2000	0.001367100	Simulated_stat
2000	0.001171800	Simulated_stat
2000	0.001050900	Simulated_stat
2000	0.001162500	Simulated_stat
2000	0.001227600	Simulated_stat
2001	0.001116000	Simulated_stat
2001	0.001302000	Simulated_stat
2001	0.001292700	Simulated_stat
2001	0.000948600	Simulated_stat
2001	0.000102300	Simulated_stat
2001	0.000399900	Simulated_stat
2001	0.001460100	Simulated_stat
2001	0.001292700	Simulated_stat
2001	0.001199700	Simulated_stat
2001	0.001571700	Simulated_stat
2001	0.001590300	Simulated_stat
2001	0.002111100	Simulated_stat
2002	0.001655400	Simulated_stat
2002	0.001822800	Simulated_stat
2002	0.001506600	Simulated_stat
2002	0.001646100	Simulated_stat
2002	0.000623100	Simulated_stat
2002	0.000316200	Simulated_stat
2002	0.000957900	Simulated_stat
2002	0.001032300	Simulated_stat
2002	0.001190400	Simulated_stat
2002	0.000753300	Simulated_stat
2002	0.001404300	Simulated_stat
2002	0.001246200	Simulated_stat
2003	0.000799800	Simulated_stat
2003	0.001329900	Simulated_stat
2003	0.001441500	Simulated_stat
2003	0.001488000	Simulated_stat
2003	0.001460100	Simulated_stat
2003	0.001190400	Simulated_stat
2003	0.001934400	Simulated_stat
2003	0.001339200	Simulated_stat
2003	0.001292700	Simulated_stat
2003	0.001450800	Simulated_stat
2003	0.001339200	Simulated_stat
2003	0.001422900	Simulated_stat
2004	0.001515900	Simulated_stat
2004	0.002390100	Simulated_stat
2004	0.001385700	Simulated_stat
2004	0.002613300	Simulated_stat
2004	0.001692600	Simulated_stat
2004	0.002501700	Simulated_stat
2004	0.001311300	Simulated_stat
2004	0.001023000	Simulated_stat
2004	0.001980900	Simulated_stat
2004	0.001599600	Simulated_stat
2004	0.001813500	Simulated_stat
2004	0.001618200	Simulated_stat
2005	0.001441500	Simulated_stat
2005	0.002055300	Simulated_stat
2005	0.001794900	Simulated_stat
2005	0.002018100	Simulated_stat
2005	0.002092500	Simulated_stat
2005	0.001032300	Simulated_stat
2005	0.000604500	Simulated_stat
2005	0.000567300	Simulated_stat
2005	0.003338700	Simulated_stat
2005	0.000892800	Simulated_stat
2005	0.002083200	Simulated_stat
2005	0.001943700	Simulated_stat
2006	0.001618200	Simulated_stat
2006	0.002408700	Simulated_stat
2006	0.001962300	Simulated_stat
2006	0.001739100	Simulated_stat
2006	0.002250600	Simulated_stat
2006	0.002566800	Simulated_stat
2006	0.001255500	Simulated_stat
2006	0.001515900	Simulated_stat
2006	0.001060200	Simulated_stat
2006	0.001023000	Simulated_stat
2006	0.001878600	Simulated_stat
2006	0.001711200	Simulated_stat
2007	0.001832100	Simulated_stat
2007	0.002008800	Simulated_stat
2007	0.003785100	Simulated_stat
2007	0.002092500	Simulated_stat
2007	0.002957400	Simulated_stat
2007	0.003757200	Simulated_stat
2007	0.002920200	Simulated_stat
2007	0.003134100	Simulated_stat
2007	0.002334300	Simulated_stat
2007	0.001506600	Simulated_stat
2007	0.001060200	Simulated_stat
2007	0.001478700	Simulated_stat
2007	0.003171300	Simulated_stat
2008	0.003422400	Simulated_stat
2008	0.002631900	Simulated_stat
2008	0.002790000	Simulated_stat
2008	0.001776300	Simulated_stat
2008	0.002706300	Simulated_stat
2008	0.003152700	Simulated_stat
2008	0.001701900	Simulated_stat
2008	0.001143900	Simulated_stat
2008	0.001906500	Simulated_stat
2008	0.002455200	Simulated_stat
2008	0.002594700	Simulated_stat
2008	0.002204100	Simulated_stat
2008	0.002390100	Simulated_stat
2008	0.002334300	Simulated_stat
2008	0.002836500	Simulated_stat
2008	0.003785100	Simulated_stat
2008	0.002752800	Simulated_stat
2008	0.003580500	Simulated_stat
2009	0.002752800	Simulated_stat
2009	0.002371500	Simulated_stat
2009	0.002743500	Simulated_stat
2009	0.002892300	Simulated_stat
2009	0.002241300	Simulated_stat
2009	0.002687700	Simulated_stat
2009	0.002492400	Simulated_stat
2009	0.002864400	Simulated_stat
2009	0.003069000	Simulated_stat
2009	0.002873700	Simulated_stat
2010	0.002762100	Simulated_stat
2010	0.002920200	Simulated_stat
2010	0.002473800	Simulated_stat
2010	0.001069500	Simulated_stat
2010	0.000548700	Simulated_stat
2010	0.003627000	Simulated_stat
2010	0.003534000	Simulated_stat
2010	0.002111100	Simulated_stat
2010	0.002315700	Simulated_stat
2010	0.002799300	Simulated_stat
2010	0.003366600	Simulated_stat
2010	0.003999000	Simulated_stat
2010	0.003627000	Simulated_stat
2010	0.003720000	Simulated_stat
2011	0.004882500	Simulated_stat
2011	0.004138500	Simulated_stat
2011	0.005022000	Simulated_stat
2011	0.004622100	Simulated_stat
2011	0.003199200	Simulated_stat
2011	0.002799300	Simulated_stat
2011	0.002948100	Simulated_stat
2011	0.003785100	Simulated_stat
2011	0.003385200	Simulated_stat
2011	0.003338700	Simulated_stat
2012	0.003106200	Simulated_stat
2012	0.002883000	Simulated_stat
2012	0.002985300	Simulated_stat
2012	0.003264300	Simulated_stat
2012	0.003282900	Simulated_stat
2012	0.001292700	Simulated_stat
2013	0.005598600	Simulated_stat
2013	0.003162000	Simulated_stat
2013	0.003580500	Simulated_stat
2013	0.004026900	Simulated_stat
2013	0.006147300	Simulated_stat
2013	0.004761600	Simulated_stat
2013	0.002687700	Simulated_stat
2013	0.004343100	Simulated_stat
2013	0.004789500	Simulated_stat
2013	0.004119900	Simulated_stat
2013	0.001599600	Simulated_stat
2014	0.004659300	Simulated_stat
2014	0.001860000	Simulated_stat
2014	0.003468900	Simulated_stat
2014	0.002780700	Simulated_stat
2014	0.003840900	Simulated_stat
2014	0.004045500	Simulated_stat
2014	0.005124300	Simulated_stat
2014	0.002976000	Simulated_stat
2014	0.003013200	Simulated_stat
2014	0.004333800	Simulated_stat
2014	0.005710200	Simulated_stat
2014	0.002371500	Simulated_stat
2014	0.005356800	Simulated_stat
2015	0.002073900	Simulated_stat
2015	0.003134100	Simulated_stat
2015	0.004101300	Simulated_stat
2015	0.002743500	Simulated_stat
2015	0.003924600	Simulated_stat
2015	0.003840900	Simulated_stat
2015	0.003906000	Simulated_stat
2015	0.005152200	Simulated_stat
2015	0.005161500	Simulated_stat
2016	0.005394000	Simulated_stat
2016	0.003487500	Simulated_stat
2016	0.004417500	Simulated_stat
2016	0.002222700	Simulated_stat
2016	0.000948600	Simulated_stat
2016	0.002269200	Simulated_stat
2016	0.002464500	Simulated_stat
2016	0.001767000	Simulated_stat
2017	0.002659800	Simulated_stat
2017	0.004185000	Simulated_stat
2017	0.003775800	Simulated_stat
2017	0.004575600	Simulated_stat
2017	0.004817400	Simulated_stat
2017	0.004371000	Simulated_stat
2017	0.003385200	Simulated_stat
2017	0.004426800	Simulated_stat
2017	0.000130200	Simulated_stat
2018	0.004733700	Simulated_stat
2018	0.004389600	Simulated_stat
2018	0.003747900	Simulated_stat
2018	0.002483100	Simulated_stat
2018	0.005589300	Simulated_stat
2018	0.002631900	Simulated_stat
2018	0.002036700	Simulated_stat
2019	0.003171300	Simulated_stat
2019	0.006993600	Simulated_stat
2019	0.005003400	Simulated_stat
2019	0.004752300	Simulated_stat
2019	0.004956900	Simulated_stat
2019	0.004743000	Simulated_stat
2019	0.004677900	Simulated_stat
2019	0.004101300	Simulated_stat
2019	0.001915800	Simulated_stat
2019	0.003180600	Simulated_stat
2020	0.003496800	Simulated_stat
2020	0.005496300	Simulated_stat
2020	0.004305900	Simulated_stat
2020	0.004557000	Simulated_stat
2020	0.005068500	Simulated_stat
2020	0.003747900	Simulated_stat
2020	0.002901600	Simulated_stat
2021	0.002194800	Simulated_stat
2021	0.002046000	Simulated_stat
2021	0.004845300	Simulated_stat
2021	0.005235900	Simulated_stat
2021	0.005989200	Simulated_stat
2021	0.006045000	Simulated_stat
2021	0.002464500	Simulated_stat
2021	0.004854600	Simulated_stat
2021	0.004203600	Simulated_stat
2021	0.004882500	Simulated_stat
2021	0.004687200	Simulated_stat
2021	0.003999000	Simulated_stat
2021	0.003906000	Simulated_stat
2022	0.004222200	Simulated_stat
2022	0.004622100	Simulated_stat
2022	0.003515400	Simulated_stat
2022	0.003524700	Simulated_stat
2022	0.004305900	Simulated_stat
2022	0.003887400	Simulated_stat
2022	0.003589800	Simulated_stat
2022	0.005328900	Simulated_stat
2022	0.003840900	Simulated_stat
2022	0.005366100	Simulated_stat
2022	0.003459600	Simulated_stat
2022	0.002883000	Simulated_stat
2023	0.004491900	Simulated_stat
2023	0.003171300	Simulated_stat
2023	0.003394500	Simulated_stat
2023	0.003217800	Simulated_stat
2023	0.001869300	Simulated_stat
2023	0.004538400	Simulated_stat
2023	0.003413100	Simulated_stat
2023	0.002901600	Simulated_stat
2023	0.003720000	Simulated_stat
2023	0.004240800	Simulated_stat
2023	0.004343100	Simulated_stat
2023	0.003645600	Simulated_stat
2023	0.004175700	Simulated_stat
