survey_year	n_no3	type
2023	26.0950000	Measured
2023	24.6400000	Measured
2023	10.2660000	Measured
1996	 0.8523396	Simulated
1996	 0.3077760	Simulated
1996	 0.7098126	Simulated
1996	 0.8817774	Simulated
1996	 0.7183092	Simulated
1996	 0.0452340	Simulated
1996	 0.3746820	Simulated
1996	 0.1965936	Simulated
1996	 0.8767332	Simulated
1996	 0.6790770	Simulated
1996	 0.7375746	Simulated
1996	 0.7663194	Simulated
1997	 0.2749026	Simulated
1997	 0.4136118	Simulated
1997	 0.4583376	Simulated
1997	 0.0996282	Simulated
1997	 0.0301350	Simulated
1997	 0.0230580	Simulated
1997	 0.0194586	Simulated
1997	 0.0505050	Simulated
1997	 0.3689070	Simulated
1997	 0.5561136	Simulated
1997	 0.7057050	Simulated
1998	 0.2230200	Simulated
1998	 0.3786258	Simulated
1998	 0.6754986	Simulated
1998	 0.9094890	Simulated
1998	 2.6370036	Simulated
1998	 2.5080132	Simulated
1998	 2.4307500	Simulated
1998	 2.3069340	Simulated
1998	 2.3267874	Simulated
1998	 0.5762316	Simulated
1998	 0.8541876	Simulated
1999	 1.2239388	Simulated
1999	 0.8475432	Simulated
1999	 0.2266656	Simulated
1999	 0.1984206	Simulated
1999	 0.0146370	Simulated
1999	 0.0201390	Simulated
1999	 0.0114366	Simulated
1999	 0.0120624	Simulated
1999	 0.0498456	Simulated
1999	 0.3984414	Simulated
1999	 0.3440640	Simulated
2000	 1.2378702	Simulated
2000	 0.3375162	Simulated
2000	 0.5710908	Simulated
2000	 0.2592828	Simulated
2000	 0.0298746	Simulated
2000	 0.0161700	Simulated
2000	 0.0221802	Simulated
2000	 0.0072450	Simulated
2000	 0.1154916	Simulated
2000	 0.4267158	Simulated
2000	 0.4455066	Simulated
2000	 0.8297562	Simulated
2001	 1.2476016	Simulated
2001	 0.1948506	Simulated
2001	 0.0611268	Simulated
2001	 0.0270774	Simulated
2001	 0.0154098	Simulated
2001	 0.0106386	Simulated
2001	 0.0171402	Simulated
2001	 0.0294420	Simulated
2001	 0.0655452	Simulated
2001	 0.4094580	Simulated
2001	 0.2260818	Simulated
2002	 1.3130670	Simulated
2002	 0.6110076	Simulated
2002	 0.5498304	Simulated
2002	 0.1909866	Simulated
2002	 0.0649320	Simulated
2002	 0.0241206	Simulated
2002	 0.0515592	Simulated
2002	 0.1612044	Simulated
2002	 0.5446350	Simulated
2002	 0.4714710	Simulated
2002	 0.9110850	Simulated
2003	 0.9593766	Simulated
2003	 0.3481884	Simulated
2003	 0.0908460	Simulated
2003	 0.0155316	Simulated
2003	 0.0075390	Simulated
2003	 0.0048300	Simulated
2003	 0.0037086	Simulated
2003	 0.0281862	Simulated
2003	 0.0485520	Simulated
2003	 0.5714310	Simulated
2003	 0.4915764	Simulated
2004	 0.8963052	Simulated
2004	 0.2120328	Simulated
2004	 0.4096554	Simulated
2004	 0.2679558	Simulated
2004	 0.0325122	Simulated
2004	 0.1398222	Simulated
2004	 0.0185094	Simulated
2004	 0.2106846	Simulated
2004	 1.3445838	Simulated
2004	 0.6332172	Simulated
2004	 0.2049894	Simulated
2005	 0.3836154	Simulated
2005	 0.3222744	Simulated
2005	 0.4590894	Simulated
2005	 0.1441020	Simulated
2005	 0.3089436	Simulated
2005	 0.0222474	Simulated
2005	 0.0008106	Simulated
2005	 0.0255738	Simulated
2005	 1.1100264	Simulated
2005	 0.0401142	Simulated
2005	 1.7381490	Simulated
2005	 0.7069146	Simulated
2006	 0.8936466	Simulated
2006	 0.2060646	Simulated
2006	 0.0863982	Simulated
2006	 0.0150486	Simulated
2006	 0.0149478	Simulated
2006	 0.0008904	Simulated
2006	 0.0111846	Simulated
2006	 0.0246414	Simulated
2006	 0.0387114	Simulated
2006	 0.1300404	Simulated
2006	 0.5260038	Simulated
2007	 0.5245800	Simulated
2007	 0.3506748	Simulated
2007	 0.7059570	Simulated
2007	 0.0364350	Simulated
2007	 0.1040466	Simulated
2007	 0.0333858	Simulated
2007	 0.0388164	Simulated
2007	 0.4542132	Simulated
2007	 0.0927444	Simulated
2007	 0.4602360	Simulated
2007	 0.2255484	Simulated
2008	 0.4339944	Simulated
2008	 0.0929880	Simulated
2008	 0.3420774	Simulated
2008	 0.0547722	Simulated
2008	 0.2967468	Simulated
2008	 0.0481278	Simulated
2008	 0.0234108	Simulated
2008	 0.0593586	Simulated
2008	 0.7372008	Simulated
2008	 0.5290572	Simulated
2008	 0.1231020	Simulated
2009	 0.1553370	Simulated
2009	 0.7989408	Simulated
2009	 0.3557652	Simulated
2009	 0.0490140	Simulated
2009	 0.0253764	Simulated
2009	 0.0270606	Simulated
2009	 0.0283038	Simulated
2009	 0.0007602	Simulated
2009	 0.0345114	Simulated
2009	 0.0819168	Simulated
2009	 0.1867404	Simulated
2010	 0.6881154	Simulated
2010	 0.4348302	Simulated
2010	 0.0490266	Simulated
2010	 0.0576156	Simulated
2010	 0.0221004	Simulated
2010	 0.0053046	Simulated
2010	 0.0006972	Simulated
2010	 0.0145824	Simulated
2010	 0.0178962	Simulated
2010	 0.3586380	Simulated
2010	 0.1277766	Simulated
2010	 0.1228416	Simulated
2011	 0.0691572	Simulated
2011	 0.0374682	Simulated
2011	 0.0274848	Simulated
2011	 0.0211092	Simulated
2011	 0.0147588	Simulated
2011	 0.0122094	Simulated
2011	 0.0116592	Simulated
2011	 0.0180852	Simulated
2011	 0.0561666	Simulated
2011	 0.0311052	Simulated
2011	 0.2773974	Simulated
2012	 0.1088556	Simulated
2012	 0.1627752	Simulated
2012	 0.0668892	Simulated
2012	 0.0215292	Simulated
2012	 0.0062622	Simulated
2012	 0.0076272	Simulated
2012	 0.0048930	Simulated
2012	 0.0034440	Simulated
2012	 0.0123438	Simulated
2012	 0.5633208	Simulated
2012	 0.2296224	Simulated
2013	 0.1573824	Simulated
2013	 0.1990632	Simulated
2013	 0.2325372	Simulated
2013	 0.0367500	Simulated
2013	 0.0108066	Simulated
2013	 0.0083916	Simulated
2013	 0.0018018	Simulated
2013	 0.0173754	Simulated
2013	 0.0227136	Simulated
2013	 0.1384194	Simulated
2013	 0.1659798	Simulated
2014	 0.1720698	Simulated
2014	 0.3515022	Simulated
2014	 0.0536382	Simulated
2014	 0.0357504	Simulated
2014	 0.7734384	Simulated
2014	 0.8829240	Simulated
2014	 0.1670550	Simulated
2014	 0.6405252	Simulated
2014	 0.0419370	Simulated
2014	 0.2337972	Simulated
2014	 0.3526530	Simulated
2014	 0.1676808	Simulated
2015	 0.0989226	Simulated
2015	 0.3400572	Simulated
2015	 0.0969066	Simulated
2015	 0.0240114	Simulated
2015	 0.0149772	Simulated
2015	 0.0154350	Simulated
2015	 0.0028812	Simulated
2015	 0.0241416	Simulated
2015	 0.5098002	Simulated
2015	 0.5930652	Simulated
2015	 0.0690354	Simulated
2016	 0.1988910	Simulated
2016	 0.0759444	Simulated
2016	 0.1053108	Simulated
2016	 0.5682810	Simulated
2016	 0.5046006	Simulated
2016	 0.0670488	Simulated
2016	 0.5709480	Simulated
2016	 0.0140028	Simulated
2016	 1.1652984	Simulated
2016	 0.0563388	Simulated
2016	 0.1480290	Simulated
2017	 0.1337616	Simulated
2017	 0.0966420	Simulated
2017	 0.0491148	Simulated
2017	 0.0545916	Simulated
2017	 0.0215964	Simulated
2017	 0.0075726	Simulated
2017	 0.0212100	Simulated
2017	 0.0038304	Simulated
2017	 0.0112014	Simulated
2017	 0.1297254	Simulated
2017	 0.0699594	Simulated
2018	 0.1764630	Simulated
2018	 0.1137822	Simulated
2018	 0.1779288	Simulated
2018	 0.0145572	Simulated
2018	 0.0084420	Simulated
2018	 0.0045612	Simulated
2018	 0.0041244	Simulated
2018	 0.0203952	Simulated
2018	 0.0117768	Simulated
2018	 0.5352816	Simulated
2018	 0.2541714	Simulated
2019	 0.1237068	Simulated
2019	 0.3450594	Simulated
2019	 0.1103256	Simulated
2019	 0.2819544	Simulated
2019	 0.6412140	Simulated
2019	 0.1483692	Simulated
2019	 0.4366698	Simulated
2019	 0.0167034	Simulated
2019	 0.0521472	Simulated
2019	 0.4522686	Simulated
2019	 0.0657678	Simulated
2019	 0.1322034	Simulated
2020	 0.1116486	Simulated
2020	 0.2764272	Simulated
2020	 0.0406476	Simulated
2020	 0.2439402	Simulated
2020	 0.0925722	Simulated
2020	 1.1417112	Simulated
2020	 4.6952892	Simulated
2020	16.1577528	Simulated
2020	13.6275930	Simulated
2020	 0.0085596	Simulated
2020	 0.8747676	Simulated
2021	 3.4257132	Simulated
2021	 3.6200472	Simulated
2021	 1.3994526	Simulated
2021	 4.2665196	Simulated
2021	 9.6309864	Simulated
2021	20.6486406	Simulated
2021	20.6999730	Simulated
2021	28.3508694	Simulated
2021	10.3175604	Simulated
2021	 0.0206094	Simulated
2021	 2.0640270	Simulated
2022	 2.5228014	Simulated
2022	 4.7410566	Simulated
2022	 6.4331862	Simulated
2022	 3.2829930	Simulated
2022	16.4095344	Simulated
2022	22.8586680	Simulated
2022	18.7147968	Simulated
2022	41.9530146	Simulated
2022	21.5607504	Simulated
2022	 3.0037938	Simulated
2022	 0.2763810	Simulated
2023	 2.7211632	Simulated
2023	 7.0345380	Simulated
2023	 5.2776024	Simulated
2023	 5.1491874	Simulated
2023	10.0926798	Simulated
2023	16.8849072	Simulated
2023	13.8985182	Simulated
2023	28.4110596	Simulated
2023	12.2568684	Simulated
2023	 4.8899172	Simulated
2023	 0.0153258	Simulated
2023	 6.0528972	Simulated
1996	 0.0771330	Simulated_stat
1996	 0.0721644	Simulated_stat
1996	 0.2927736	Simulated_stat
1996	 0.0939204	Simulated_stat
1996	 0.0590562	Simulated_stat
1996	 0.0484218	Simulated_stat
1996	 0.3167262	Simulated_stat
1996	 0.0702492	Simulated_stat
1996	 0.0395682	Simulated_stat
1996	 0.1194816	Simulated_stat
1996	 0.0813960	Simulated_stat
1996	 0.1135512	Simulated_stat
1997	 0.1228416	Simulated_stat
1997	 0.0929754	Simulated_stat
1997	 0.1897224	Simulated_stat
1997	 0.0727146	Simulated_stat
1997	 0.1547112	Simulated_stat
1997	 0.0676284	Simulated_stat
1997	 0.0456414	Simulated_stat
1997	 0.0473844	Simulated_stat
1997	 0.0373422	Simulated_stat
1997	 0.0237342	Simulated_stat
1997	 0.0128940	Simulated_stat
1997	 0.2126502	Simulated_stat
1998	 0.1854510	Simulated_stat
1998	 0.1736700	Simulated_stat
1998	 0.0857934	Simulated_stat
1998	 0.1116360	Simulated_stat
1998	 0.1219134	Simulated_stat
1998	 0.1029840	Simulated_stat
1998	 0.1051050	Simulated_stat
1998	 0.1544760	Simulated_stat
1998	 0.0556542	Simulated_stat
1998	 0.0176232	Simulated_stat
1998	 0.1683864	Simulated_stat
1998	 0.1107330	Simulated_stat
1999	 0.1155504	Simulated_stat
1999	 0.0881622	Simulated_stat
1999	 0.1135428	Simulated_stat
1999	 0.1405866	Simulated_stat
1999	 0.0866376	Simulated_stat
1999	 0.0513198	Simulated_stat
1999	 0.0728532	Simulated_stat
1999	 0.0499086	Simulated_stat
1999	 0.0464562	Simulated_stat
1999	 0.0050190	Simulated_stat
1999	 0.0551880	Simulated_stat
1999	 0.0147420	Simulated_stat
2000	 0.0843780	Simulated_stat
2000	 0.1285032	Simulated_stat
2000	 0.1065162	Simulated_stat
2000	 0.1411536	Simulated_stat
2000	 0.0891030	Simulated_stat
2000	 0.1090110	Simulated_stat
2000	 0.0910518	Simulated_stat
2000	 0.0274260	Simulated_stat
2000	 0.0498582	Simulated_stat
2000	 0.1283856	Simulated_stat
2000	 0.0203112	Simulated_stat
2000	 0.0793548	Simulated_stat
2001	 0.0783426	Simulated_stat
2001	 0.0728868	Simulated_stat
2001	 0.0735462	Simulated_stat
2001	 0.1553454	Simulated_stat
2001	 0.0909090	Simulated_stat
2001	 0.0761502	Simulated_stat
2001	 0.0850584	Simulated_stat
2001	 0.0458178	Simulated_stat
2001	 0.0286188	Simulated_stat
2001	 0.0221382	Simulated_stat
2001	 0.0238854	Simulated_stat
2001	 0.0267498	Simulated_stat
2002	 0.0679098	Simulated_stat
2002	 0.0569520	Simulated_stat
2002	 0.1315944	Simulated_stat
2002	 0.0480900	Simulated_stat
2002	 0.0706524	Simulated_stat
2002	 0.0941346	Simulated_stat
2002	 0.0965622	Simulated_stat
2002	 0.0976290	Simulated_stat
2002	 0.0471030	Simulated_stat
2002	 0.0873978	Simulated_stat
2002	 0.0537222	Simulated_stat
2002	 0.0565782	Simulated_stat
2003	 0.0954240	Simulated_stat
2003	 0.0580314	Simulated_stat
2003	 0.0593502	Simulated_stat
2003	 0.0617148	Simulated_stat
2003	 0.0592284	Simulated_stat
2003	 0.0989562	Simulated_stat
2003	 0.0688254	Simulated_stat
2003	 0.0333312	Simulated_stat
2003	 0.0172074	Simulated_stat
2003	 0.0235410	Simulated_stat
2003	 0.0032382	Simulated_stat
2003	 0.0001764	Simulated_stat
2004	 0.0070980	Simulated_stat
2004	 0.0257964	Simulated_stat
2004	 0.0811860	Simulated_stat
2004	 0.1802304	Simulated_stat
2004	 0.1740144	Simulated_stat
2004	 0.1505364	Simulated_stat
2004	 0.0754362	Simulated_stat
2004	 0.0964320	Simulated_stat
2004	 0.1539258	Simulated_stat
2004	 0.1778784	Simulated_stat
2004	 0.2821812	Simulated_stat
2004	 0.1172976	Simulated_stat
2005	 0.0001596	Simulated_stat
2005	 0.0818370	Simulated_stat
2005	 0.0738570	Simulated_stat
2005	 0.0311346	Simulated_stat
2005	 0.1182342	Simulated_stat
2005	 0.1029168	Simulated_stat
2005	 0.0878850	Simulated_stat
2005	 0.0716562	Simulated_stat
2005	 0.0762300	Simulated_stat
2005	 0.0943446	Simulated_stat
2005	 0.0346500	Simulated_stat
2005	 0.0184002	Simulated_stat
2006	 0.0019404	Simulated_stat
2006	 0.0583422	Simulated_stat
2006	 0.2719920	Simulated_stat
2006	 0.0084126	Simulated_stat
2006	 0.0529998	Simulated_stat
2006	 0.0628152	Simulated_stat
2006	 0.0867048	Simulated_stat
2006	 0.1262898	Simulated_stat
2006	 0.0804426	Simulated_stat
2006	 0.0738570	Simulated_stat
2006	 0.0325332	Simulated_stat
2006	 0.0793968	Simulated_stat
2007	 0.0015666	Simulated_stat
2007	 0.0087990	Simulated_stat
2007	 0.2056572	Simulated_stat
2007	 0.0049266	Simulated_stat
2007	 0.1206828	Simulated_stat
2007	 0.1377642	Simulated_stat
2007	 0.1351686	Simulated_stat
2007	 0.0997668	Simulated_stat
2007	 0.1005312	Simulated_stat
2007	 0.1498980	Simulated_stat
2007	 0.0319452	Simulated_stat
2007	 0.0912450	Simulated_stat
2007	 0.1517166	Simulated_stat
2008	 0.0327894	Simulated_stat
2008	 0.0767256	Simulated_stat
2008	 0.1068312	Simulated_stat
2008	 0.0342216	Simulated_stat
2008	 0.1162266	Simulated_stat
2008	 0.0882504	Simulated_stat
2008	 0.0892038	Simulated_stat
2008	 0.0647682	Simulated_stat
2008	 0.0812826	Simulated_stat
2008	 0.0266658	Simulated_stat
2008	 0.1243410	Simulated_stat
2008	 0.0214872	Simulated_stat
2008	 0.0247674	Simulated_stat
2008	 0.0247380	Simulated_stat
2008	 0.0905100	Simulated_stat
2008	 0.5030802	Simulated_stat
2008	 0.0603750	Simulated_stat
2008	 0.2427180	Simulated_stat
2009	 0.0453768	Simulated_stat
2009	 0.0267162	Simulated_stat
2009	 0.0397950	Simulated_stat
2009	 0.0486696	Simulated_stat
2009	 0.0283416	Simulated_stat
2009	 0.0330834	Simulated_stat
2009	 0.0475062	Simulated_stat
2009	 0.0750120	Simulated_stat
2009	 0.0144354	Simulated_stat
2009	 0.0445032	Simulated_stat
2010	 0.0420798	Simulated_stat
2010	 0.0967974	Simulated_stat
2010	 0.0321258	Simulated_stat
2010	 0.0616812	Simulated_stat
2010	 0.0735462	Simulated_stat
2010	 0.0507696	Simulated_stat
2010	 0.0673848	Simulated_stat
2010	 0.0295932	Simulated_stat
2010	 0.0588252	Simulated_stat
2010	 0.0185514	Simulated_stat
2010	 0.0182742	Simulated_stat
2010	 0.0271404	Simulated_stat
2010	 0.0458262	Simulated_stat
2010	 0.0903252	Simulated_stat
2011	 0.0715680	Simulated_stat
2011	 0.0554904	Simulated_stat
2011	 0.0811062	Simulated_stat
2011	 0.0732354	Simulated_stat
2011	 0.0570570	Simulated_stat
2011	 0.0524580	Simulated_stat
2011	 0.0264390	Simulated_stat
2011	 0.0384552	Simulated_stat
2011	 0.0310590	Simulated_stat
2011	 0.0328398	Simulated_stat
2012	 0.0272958	Simulated_stat
2012	 0.0258510	Simulated_stat
2012	 0.0264894	Simulated_stat
2012	 0.0570780	Simulated_stat
2012	 0.0270354	Simulated_stat
2012	 0.0663432	Simulated_stat
2013	 0.0863478	Simulated_stat
2013	 0.0353220	Simulated_stat
2013	 0.0616518	Simulated_stat
2013	 0.0143976	Simulated_stat
2013	 0.0345660	Simulated_stat
2013	 0.0466578	Simulated_stat
2013	 0.0010584	Simulated_stat
2013	 0.0267582	Simulated_stat
2013	 0.0789474	Simulated_stat
2013	 0.0351456	Simulated_stat
2013	 0.0888594	Simulated_stat
2014	 0.0835716	Simulated_stat
2014	 0.0663348	Simulated_stat
2014	 0.0838866	Simulated_stat
2014	 0.0725466	Simulated_stat
2014	 0.0173628	Simulated_stat
2014	 0.0228228	Simulated_stat
2014	 0.0811104	Simulated_stat
2014	 0.0150864	Simulated_stat
2014	 0.0028770	Simulated_stat
2014	 0.0355404	Simulated_stat
2014	 0.0563346	Simulated_stat
2014	 0.0954324	Simulated_stat
2014	 0.0769482	Simulated_stat
2015	 0.0645918	Simulated_stat
2015	 0.0429408	Simulated_stat
2015	 0.0497448	Simulated_stat
2015	 0.1012452	Simulated_stat
2015	 0.0209916	Simulated_stat
2015	 0.0219282	Simulated_stat
2015	 0.0249438	Simulated_stat
2015	 0.1101072	Simulated_stat
2015	 0.0396732	Simulated_stat
2016	 0.1001616	Simulated_stat
2016	 0.0378336	Simulated_stat
2016	 0.0338016	Simulated_stat
2016	 0.0789768	Simulated_stat
2016	 0.0604170	Simulated_stat
2016	 0.0631050	Simulated_stat
2016	 0.0552384	Simulated_stat
2016	 0.0524832	Simulated_stat
2017	 0.0819084	Simulated_stat
2017	 0.0223608	Simulated_stat
2017	 0.0405846	Simulated_stat
2017	 0.0306936	Simulated_stat
2017	 0.0243432	Simulated_stat
2017	 0.0372582	Simulated_stat
2017	 0.0635124	Simulated_stat
2017	 0.0269556	Simulated_stat
2017	 0.0627774	Simulated_stat
2018	 0.0351498	Simulated_stat
2018	 0.0300300	Simulated_stat
2018	 0.0248052	Simulated_stat
2018	 0.0237006	Simulated_stat
2018	 0.0342006	Simulated_stat
2018	 0.0001302	Simulated_stat
2018	 0.0071526	Simulated_stat
2019	 0.0051954	Simulated_stat
2019	 0.1251432	Simulated_stat
2019	 0.0574266	Simulated_stat
2019	 0.0529956	Simulated_stat
2019	 0.0511854	Simulated_stat
2019	 0.0477960	Simulated_stat
2019	 0.0450366	Simulated_stat
2019	 0.0317730	Simulated_stat
2019	 0.0633780	Simulated_stat
2019	 0.0321006	Simulated_stat
2020	 0.0252882	Simulated_stat
2020	 0.0513492	Simulated_stat
2020	 0.0364728	Simulated_stat
2020	 0.0256578	Simulated_stat
2020	 0.0140238	Simulated_stat
2020	 0.0500094	Simulated_stat
2020	 0.0783384	Simulated_stat
2021	 0.0471324	Simulated_stat
2021	 0.0596904	Simulated_stat
2021	 0.0452970	Simulated_stat
2021	 0.0178290	Simulated_stat
2021	 0.0159936	Simulated_stat
2021	 0.0152544	Simulated_stat
2021	 0.0050862	Simulated_stat
2021	 0.0457338	Simulated_stat
2021	 0.0015204	Simulated_stat
