survey_year	n_no3	type
2021	 0.4610000	Measured
2021	 0.4010000	Measured
2021	 0.3460000	Measured
2021	 0.2980000	Measured
2021	 0.0140000	Measured
2021	 0.0300000	Measured
2022	 0.0750000	Measured
2022	 0.2350000	Measured
2022	 0.1360000	Measured
2022	 0.2390000	Measured
2022	 0.3000000	Measured
2022	 1.2010000	Measured
2022	 0.0820000	Measured
2022	 0.0110000	Measured
2023	 0.1140000	Measured
2023	 0.3390000	Measured
2023	 0.1360000	Measured
2023	 0.4690000	Measured
2023	 0.8000000	Measured
2023	 0.0600000	Measured
2023	 0.1130000	Measured
2023	 0.0580000	Measured
2023	 1.5981133	Measured
2023	 0.0070000	Measured
1996	 0.6130908	Simulated
1996	 0.6495258	Simulated
1996	 2.0958252	Simulated
1996	 1.1169144	Simulated
1996	 0.1782732	Simulated
1996	 0.0546588	Simulated
1996	 0.0632562	Simulated
1996	 0.1084566	Simulated
1996	 0.1305570	Simulated
1996	 0.2961504	Simulated
1996	 1.1652060	Simulated
1996	 1.7319078	Simulated
1997	 1.3770792	Simulated
1997	 1.2500796	Simulated
1997	 0.6164214	Simulated
1997	 0.2516220	Simulated
1997	 0.1239126	Simulated
1997	 0.0750708	Simulated
1997	 0.0536844	Simulated
1997	 0.2348304	Simulated
1997	 0.4752216	Simulated
1997	 0.8777916	Simulated
1997	 1.4613774	Simulated
1997	 1.8688992	Simulated
1998	 1.1696958	Simulated
1998	 0.6553134	Simulated
1998	 0.2423946	Simulated
1998	 0.0474012	Simulated
1998	 0.0562212	Simulated
1998	 0.0629286	Simulated
1998	 0.0430248	Simulated
1998	 0.0871626	Simulated
1998	 0.1059660	Simulated
1998	 0.3564960	Simulated
1998	 2.0328756	Simulated
1999	 1.6705584	Simulated
1999	 2.0515068	Simulated
1999	 1.7781792	Simulated
1999	 0.4905432	Simulated
1999	 0.2560782	Simulated
1999	 0.0356916	Simulated
1999	 0.0169638	Simulated
1999	 0.0945840	Simulated
1999	 0.2085258	Simulated
1999	 1.2506718	Simulated
1999	 2.3603916	Simulated
1999	 1.8635610	Simulated
2000	 0.7539966	Simulated
2000	 8.6897664	Simulated
2000	 1.0836126	Simulated
2000	 0.1871268	Simulated
2000	 0.0329070	Simulated
2000	 0.0295092	Simulated
2000	 0.0410844	Simulated
2000	 0.0667842	Simulated
2000	 0.1561980	Simulated
2000	 2.3794680	Simulated
2000	 0.4695264	Simulated
2001	 1.2704916	Simulated
2001	 3.0886128	Simulated
2001	 4.3571094	Simulated
2001	 0.5420982	Simulated
2001	 0.1487346	Simulated
2001	 0.0298368	Simulated
2001	 0.0378588	Simulated
2001	 0.0688212	Simulated
2001	 0.1775214	Simulated
2001	 1.4786898	Simulated
2001	 5.9887590	Simulated
2001	 5.9980788	Simulated
2002	 4.3861104	Simulated
2002	12.2453058	Simulated
2002	 1.2295626	Simulated
2002	 0.1292844	Simulated
2002	 0.0240618	Simulated
2002	 0.0240030	Simulated
2002	 0.0285894	Simulated
2002	 0.0767256	Simulated
2002	 0.1689912	Simulated
2002	 1.6421622	Simulated
2002	 3.0790914	Simulated
2003	 2.5939284	Simulated
2003	 1.2910590	Simulated
2003	 1.4036232	Simulated
2003	 0.0930132	Simulated
2003	 0.0308154	Simulated
2003	 0.0199584	Simulated
2003	 0.0198492	Simulated
2003	 0.0312774	Simulated
2003	 0.0530502	Simulated
2003	 0.2353596	Simulated
2003	 1.4272566	Simulated
2003	 1.7702244	Simulated
2004	 7.4436432	Simulated
2004	15.0207792	Simulated
2004	 2.7269004	Simulated
2004	 2.3405760	Simulated
2004	 0.2984562	Simulated
2004	 0.0446922	Simulated
2004	 0.0737856	Simulated
2004	 0.1456980	Simulated
2004	 2.0638548	Simulated
2004	 6.4369914	Simulated
2004	 6.7672752	Simulated
2005	 4.9525644	Simulated
2005	10.8218502	Simulated
2005	14.6510154	Simulated
2005	 1.6289322	Simulated
2005	 4.1370672	Simulated
2005	 0.3108168	Simulated
2005	 0.0822192	Simulated
2005	 0.0656040	Simulated
2005	 0.5747490	Simulated
2005	 5.5902798	Simulated
2005	 7.7870814	Simulated
2005	 9.6410118	Simulated
2006	 9.5594520	Simulated
2006	15.3002136	Simulated
2006	 2.6055876	Simulated
2006	 0.8574720	Simulated
2006	 0.0724164	Simulated
2006	 0.0263172	Simulated
2006	 0.0416556	Simulated
2006	 0.0828282	Simulated
2006	 0.2882502	Simulated
2006	 3.3460854	Simulated
2006	 6.5210166	Simulated
2007	 6.0507342	Simulated
2007	 9.8189532	Simulated
2007	 9.6943518	Simulated
2007	 0.9546768	Simulated
2007	 0.1703604	Simulated
2007	 0.0271488	Simulated
2007	 0.0531216	Simulated
2007	 0.0530082	Simulated
2007	 0.1015602	Simulated
2007	 1.0006962	Simulated
2007	 2.7967674	Simulated
2007	 5.4254088	Simulated
2008	 6.7435242	Simulated
2008	11.1890142	Simulated
2008	 3.2126766	Simulated
2008	 0.1560384	Simulated
2008	 0.1796172	Simulated
2008	 0.0216888	Simulated
2008	 0.0281106	Simulated
2008	 0.0671748	Simulated
2008	 0.1787226	Simulated
2008	 2.0393184	Simulated
2008	 4.4379216	Simulated
2009	 5.0963556	Simulated
2009	 5.1324420	Simulated
2009	 6.6584574	Simulated
2009	 0.5080404	Simulated
2009	 0.1101912	Simulated
2009	 0.0133308	Simulated
2009	 0.0445116	Simulated
2009	 0.0405258	Simulated
2009	 0.0673218	Simulated
2009	 0.2556498	Simulated
2009	 1.3791414	Simulated
2009	 2.5614960	Simulated
2010	 4.4431338	Simulated
2010	 8.5914780	Simulated
2010	 4.1481510	Simulated
2010	 0.6089286	Simulated
2010	 0.1388352	Simulated
2010	 0.0235326	Simulated
2010	 0.0252084	Simulated
2010	 0.0461034	Simulated
2010	 0.1166004	Simulated
2010	 1.7020458	Simulated
2010	 4.0943364	Simulated
2010	 5.3590950	Simulated
2011	 4.0821522	Simulated
2011	 7.1163246	Simulated
2011	 0.6562710	Simulated
2011	 0.2673930	Simulated
2011	 0.0344946	Simulated
2011	 0.0274638	Simulated
2011	 0.0436632	Simulated
2011	 0.1055082	Simulated
2011	 0.3302796	Simulated
2011	 1.1348736	Simulated
2011	 2.0806044	Simulated
2012	 3.0607836	Simulated
2012	 8.3514228	Simulated
2012	 6.0821628	Simulated
2012	 0.1727124	Simulated
2012	 0.3380286	Simulated
2012	 0.0325878	Simulated
2012	 0.0564522	Simulated
2012	 0.1152858	Simulated
2012	 0.2392278	Simulated
2012	 3.4769280	Simulated
2012	 0.4602234	Simulated
2012	 4.3150296	Simulated
2013	 9.6398820	Simulated
2013	15.3440238	Simulated
2013	 1.4298732	Simulated
2013	 0.2979606	Simulated
2013	 0.1116780	Simulated
2013	 0.0491232	Simulated
2013	 0.1240260	Simulated
2013	 0.3589992	Simulated
2013	 0.2620002	Simulated
2013	 2.1705474	Simulated
2013	 5.4276306	Simulated
2014	10.9555908	Simulated
2014	 2.6528670	Simulated
2014	 3.5972370	Simulated
2014	 0.0975366	Simulated
2014	 0.0589386	Simulated
2014	 0.0532560	Simulated
2014	 0.0364728	Simulated
2014	 0.0616602	Simulated
2014	 0.1342446	Simulated
2014	 0.7567266	Simulated
2014	 1.5514044	Simulated
2014	 1.0724952	Simulated
2015	 1.9905312	Simulated
2015	 6.4459332	Simulated
2015	 0.3016524	Simulated
2015	 0.7275282	Simulated
2015	 0.0519582	Simulated
2015	 0.0478506	Simulated
2015	 0.1725780	Simulated
2015	 0.0958608	Simulated
2015	 0.0974526	Simulated
2015	 1.5989820	Simulated
2015	 0.9483978	Simulated
2016	 1.6103850	Simulated
2016	 4.3042146	Simulated
2016	 5.9533026	Simulated
2016	 6.9944616	Simulated
2016	 0.1291080	Simulated
2016	 0.1150212	Simulated
2016	 0.0710976	Simulated
2016	 0.0974904	Simulated
2016	 0.1508430	Simulated
2016	 0.2576490	Simulated
2016	 3.1068450	Simulated
2016	 2.4779664	Simulated
2017	 2.6104848	Simulated
2017	 1.1413416	Simulated
2017	 1.4332290	Simulated
2017	 0.1895460	Simulated
2017	 0.0569352	Simulated
2017	 0.0642642	Simulated
2017	 0.0964152	Simulated
2017	 0.0833154	Simulated
2017	 0.1419012	Simulated
2017	 0.7160622	Simulated
2017	 1.1925732	Simulated
2018	 1.0313940	Simulated
2018	 0.8695680	Simulated
2018	 2.6060916	Simulated
2018	 0.3105564	Simulated
2018	 0.0746340	Simulated
2018	 0.0716352	Simulated
2018	 0.1655682	Simulated
2018	 0.0966504	Simulated
2018	 0.2363676	Simulated
2018	 1.1872182	Simulated
2018	 0.6348804	Simulated
2018	 1.1898264	Simulated
2019	 1.7114412	Simulated
2019	 1.1057256	Simulated
2019	 1.2416292	Simulated
2019	 0.7263732	Simulated
2019	 0.0646128	Simulated
2019	 0.0584052	Simulated
2019	 0.1221276	Simulated
2019	 0.1209852	Simulated
2019	 0.1073562	Simulated
2019	 0.5694822	Simulated
2019	 0.4756794	Simulated
2020	 0.8864940	Simulated
2020	 2.5905810	Simulated
2020	 0.6280428	Simulated
2020	 0.1408848	Simulated
2020	 0.2603496	Simulated
2020	 0.0915558	Simulated
2020	 0.1335978	Simulated
2020	 0.1170246	Simulated
2020	 0.1750266	Simulated
2020	 0.3717462	Simulated
2020	 1.2437166	Simulated
2020	 0.9433242	Simulated
2021	 0.6514494	Simulated
2021	 0.9505104	Simulated
2021	 0.3926664	Simulated
2021	 0.0839622	Simulated
2021	 0.0523950	Simulated
2021	 0.0813414	Simulated
2021	 0.0698754	Simulated
2021	 0.1505616	Simulated
2021	 0.2755200	Simulated
2021	 0.7358736	Simulated
2021	 1.0243044	Simulated
2022	 1.8939690	Simulated
2022	 0.7407750	Simulated
2022	 0.3407292	Simulated
2022	 0.2837646	Simulated
2022	 0.1890672	Simulated
2022	 0.0676662	Simulated
2022	 0.0759192	Simulated
2022	 0.1617210	Simulated
2022	 0.3673698	Simulated
2022	 0.5399898	Simulated
2022	 1.1963868	Simulated
2022	 1.9383126	Simulated
2023	 0.8817480	Simulated
2023	 0.7710654	Simulated
2023	 0.3849048	Simulated
2023	 0.1287972	Simulated
2023	 0.0487746	Simulated
2023	 0.0236796	Simulated
2023	 0.0446082	Simulated
2023	 0.1233666	Simulated
2023	 0.1677060	Simulated
2023	 0.3260166	Simulated
2023	 0.7175784	Simulated
2023	 1.0612602	Simulated
1996	 4.1989206	Simulated_stat
1996	 4.8144474	Simulated_stat
1996	 3.0164106	Simulated_stat
1996	 0.9022356	Simulated_stat
1996	 0.7663698	Simulated_stat
1996	 0.5129418	Simulated_stat
1996	 0.1197924	Simulated_stat
1996	 0.1476006	Simulated_stat
1996	 0.2054850	Simulated_stat
1996	 0.4584972	Simulated_stat
1996	 1.1114334	Simulated_stat
1996	 2.4726282	Simulated_stat
1997	 2.8422198	Simulated_stat
1997	 2.8804440	Simulated_stat
1997	 6.2250006	Simulated_stat
1997	 8.4574938	Simulated_stat
1997	 1.3442310	Simulated_stat
1997	 1.4384790	Simulated_stat
1997	 1.5820014	Simulated_stat
1997	 0.1640142	Simulated_stat
1997	 0.1858290	Simulated_stat
1997	 0.1810998	Simulated_stat
1997	 0.2802366	Simulated_stat
1997	 0.8581524	Simulated_stat
1998	 1.9438986	Simulated_stat
1998	 2.3864274	Simulated_stat
1998	 3.0024162	Simulated_stat
1998	 5.8699074	Simulated_stat
1998	 5.9813208	Simulated_stat
1998	 1.1091402	Simulated_stat
1998	 1.2701514	Simulated_stat
1998	 1.2486096	Simulated_stat
1998	 0.1240848	Simulated_stat
1998	 0.1712802	Simulated_stat
1998	 0.1776348	Simulated_stat
1998	 0.3822840	Simulated_stat
1999	 0.9232860	Simulated_stat
1999	 1.8722634	Simulated_stat
1999	 2.4170118	Simulated_stat
1999	 3.2195352	Simulated_stat
1999	 5.8674168	Simulated_stat
1999	 5.6310156	Simulated_stat
1999	 0.9869454	Simulated_stat
1999	 1.2331746	Simulated_stat
1999	 1.1272170	Simulated_stat
1999	 0.1091748	Simulated_stat
1999	 0.1394988	Simulated_stat
1999	 0.1731912	Simulated_stat
2000	 0.3639846	Simulated_stat
2000	 0.9376668	Simulated_stat
2000	 1.9582080	Simulated_stat
2000	 2.1348390	Simulated_stat
2000	 3.4608588	Simulated_stat
2000	 6.1167078	Simulated_stat
2000	 5.6238168	Simulated_stat
2000	 0.9650172	Simulated_stat
2000	 1.2149088	Simulated_stat
2000	 1.0632888	Simulated_stat
2000	 0.1067724	Simulated_stat
2000	 0.1309434	Simulated_stat
2001	 0.1921710	Simulated_stat
2001	 0.3694278	Simulated_stat
2001	 1.0206294	Simulated_stat
2001	 1.9755708	Simulated_stat
2001	 2.1158676	Simulated_stat
2001	 3.7193520	Simulated_stat
2001	 6.9371358	Simulated_stat
2001	 6.3564186	Simulated_stat
2001	 1.0482402	Simulated_stat
2001	 1.6559634	Simulated_stat
2001	 1.7855082	Simulated_stat
2001	 0.1528422	Simulated_stat
2002	 0.1757406	Simulated_stat
2002	 0.2746758	Simulated_stat
2002	 0.6408444	Simulated_stat
2002	 1.5279096	Simulated_stat
2002	 2.4781092	Simulated_stat
2002	 2.7745914	Simulated_stat
2002	 4.4063670	Simulated_stat
2002	 7.5282312	Simulated_stat
2002	 6.1369896	Simulated_stat
2002	 1.0549770	Simulated_stat
2002	 1.7847564	Simulated_stat
2002	 1.7618370	Simulated_stat
2003	 0.1458576	Simulated_stat
2003	 0.2121000	Simulated_stat
2003	 0.2365902	Simulated_stat
2003	 0.6415374	Simulated_stat
2003	 1.6526748	Simulated_stat
2003	 2.5129902	Simulated_stat
2003	 3.1569258	Simulated_stat
2003	 4.5892812	Simulated_stat
2003	 7.7890932	Simulated_stat
2003	 5.9161368	Simulated_stat
2003	 1.0839570	Simulated_stat
2003	 1.8780300	Simulated_stat
2004	 1.7784480	Simulated_stat
2004	 0.1587978	Simulated_stat
2004	 0.2349606	Simulated_stat
2004	 0.2461116	Simulated_stat
2004	 0.5823972	Simulated_stat
2004	 1.7765370	Simulated_stat
2004	 2.4156384	Simulated_stat
2004	 3.1645614	Simulated_stat
2004	 4.8380724	Simulated_stat
2004	 7.9713900	Simulated_stat
2004	 4.9366506	Simulated_stat
2004	 1.1392920	Simulated_stat
2005	 1.7518536	Simulated_stat
2005	 1.4850108	Simulated_stat
2005	 0.1561518	Simulated_stat
2005	 0.2074716	Simulated_stat
2005	 0.2491902	Simulated_stat
2005	 0.5396916	Simulated_stat
2005	 1.8677442	Simulated_stat
2005	 2.4584952	Simulated_stat
2005	 3.0017820	Simulated_stat
2005	 4.9929978	Simulated_stat
2005	 8.1876270	Simulated_stat
2005	 4.5315564	Simulated_stat
2006	 1.1581962	Simulated_stat
2006	 1.7590608	Simulated_stat
2006	 1.2491472	Simulated_stat
2006	 0.1839768	Simulated_stat
2006	 0.1889286	Simulated_stat
2006	 0.2419536	Simulated_stat
2006	 0.5133828	Simulated_stat
2006	 1.8815538	Simulated_stat
2006	 2.5118688	Simulated_stat
2006	 2.8953960	Simulated_stat
2006	 5.3231388	Simulated_stat
2006	 8.4242340	Simulated_stat
2007	 4.2766584	Simulated_stat
2007	 1.3678938	Simulated_stat
2007	 1.9442346	Simulated_stat
2007	 1.1185062	Simulated_stat
2007	 0.2817234	Simulated_stat
2007	 0.1691886	Simulated_stat
2007	 0.4321842	Simulated_stat
2007	 0.6103356	Simulated_stat
2007	 1.8453582	Simulated_stat
2007	 2.2981350	Simulated_stat
2007	 2.7128094	Simulated_stat
2007	 5.4209904	Simulated_stat
2007	 8.5092462	Simulated_stat
2008	 3.2072964	Simulated_stat
2008	 1.3613964	Simulated_stat
2008	 2.0724144	Simulated_stat
2008	 0.9715650	Simulated_stat
2008	 0.3894366	Simulated_stat
2008	 0.1967952	Simulated_stat
2008	 0.3861102	Simulated_stat
2008	 0.7951104	Simulated_stat
2008	 2.0581596	Simulated_stat
2008	 2.5200882	Simulated_stat
2008	 2.8330680	Simulated_stat
2008	 5.6238042	Simulated_stat
2008	 8.7196704	Simulated_stat
2009	 2.2220898	Simulated_stat
2009	 1.3631310	Simulated_stat
2009	 2.0798232	Simulated_stat
2009	 0.8669430	Simulated_stat
2009	 0.5646354	Simulated_stat
2009	 0.2021208	Simulated_stat
2009	 0.4502820	Simulated_stat
2009	 0.8991948	Simulated_stat
2009	 2.2331820	Simulated_stat
2009	 2.7505254	Simulated_stat
2009	 2.9988756	Simulated_stat
2009	 5.3528160	Simulated_stat
2009	 8.4173418	Simulated_stat
2010	 3.5289828	Simulated_stat
2010	 0.8604666	Simulated_stat
2010	 1.8884292	Simulated_stat
2010	 0.2454018	Simulated_stat
2010	 0.8684928	Simulated_stat
2010	 0.6949782	Simulated_stat
2010	 0.9984450	Simulated_stat
2010	 2.2548666	Simulated_stat
2010	 3.5387478	Simulated_stat
2010	 1.9624794	Simulated_stat
2010	 4.1003676	Simulated_stat
2011	 6.4911126	Simulated_stat
2011	 8.9297964	Simulated_stat
2011	 4.6205586	Simulated_stat
2011	 0.7712922	Simulated_stat
2011	 2.4068394	Simulated_stat
2011	 1.6625196	Simulated_stat
2011	 1.0994718	Simulated_stat
2011	 1.8848298	Simulated_stat
2011	 2.1058464	Simulated_stat
2011	 1.8375126	Simulated_stat
2011	 3.9555264	Simulated_stat
2011	 3.2095140	Simulated_stat
2011	 5.3309256	Simulated_stat
2012	 4.9288008	Simulated_stat
2012	 5.6014224	Simulated_stat
2012	 1.7942652	Simulated_stat
2012	 0.3472728	Simulated_stat
2012	 1.3706490	Simulated_stat
2012	 1.2369630	Simulated_stat
2012	 0.7537236	Simulated_stat
2012	 0.1843506	Simulated_stat
2012	 0.4245066	Simulated_stat
2012	 1.8681306	Simulated_stat
2012	 3.2309298	Simulated_stat
2012	 2.1321048	Simulated_stat
2013	 1.9636176	Simulated_stat
2013	 3.0982812	Simulated_stat
2013	 4.1296710	Simulated_stat
2013	 1.6137744	Simulated_stat
2013	 2.9531208	Simulated_stat
2013	 0.3592722	Simulated_stat
2013	 1.5516984	Simulated_stat
2013	 0.8967798	Simulated_stat
2013	 0.8540700	Simulated_stat
2013	 0.5330556	Simulated_stat
2013	 1.4959518	Simulated_stat
2014	 2.2962282	Simulated_stat
2014	 2.6212746	Simulated_stat
2014	 2.7357414	Simulated_stat
2014	 4.2793800	Simulated_stat
2014	 6.2891976	Simulated_stat
2014	 7.1215200	Simulated_stat
2014	 1.0868214	Simulated_stat
2014	 2.3923326	Simulated_stat
2014	 0.8493828	Simulated_stat
2014	 0.1152354	Simulated_stat
2014	 1.1167086	Simulated_stat
2014	 0.8964186	Simulated_stat
2014	 2.5509078	Simulated_stat
2015	 4.3743630	Simulated_stat
2015	 3.2131302	Simulated_stat
2015	 4.4818368	Simulated_stat
2015	 5.9335542	Simulated_stat
2015	 2.7357246	Simulated_stat
2015	 3.7495584	Simulated_stat
2015	 2.6379864	Simulated_stat
2015	 2.5141956	Simulated_stat
2015	 1.2411210	Simulated_stat
2015	 0.5905662	Simulated_stat
2015	 0.5338158	Simulated_stat
2015	 0.7506828	Simulated_stat
2016	 2.0162520	Simulated_stat
2016	 2.6660550	Simulated_stat
2016	 4.1004684	Simulated_stat
2016	 3.4159818	Simulated_stat
2016	 4.3041222	Simulated_stat
2016	 5.8047906	Simulated_stat
2016	 1.4033502	Simulated_stat
2016	 1.9608078	Simulated_stat
2016	 1.1068848	Simulated_stat
2016	 0.7442652	Simulated_stat
2017	 1.1580618	Simulated_stat
2017	 1.7587626	Simulated_stat
2017	 2.8062342	Simulated_stat
2017	 4.1556816	Simulated_stat
